Inference for Bugs model at "ORL.txt", fit using jags,
 3 chains, each with 5000 iterations (first 1000 discarded)
 n.sims = 12000 iterations saved. Running time = secs
         mu.vect sd.vect    2.5%     25%     50%     75%   97.5%  Rhat n.eff
p[16,4]    0.117   0.033   0.061   0.093   0.113   0.137   0.191 1.001  4200
p[17,4]    0.249   0.044   0.162   0.219   0.248   0.276   0.341 1.001 12000
p[18,4]    0.130   0.035   0.071   0.106   0.127   0.152   0.206 1.002  3100
p[19,4]    0.244   0.034   0.177   0.221   0.245   0.267   0.310 1.001  9700
p[20,4]    0.133   0.036   0.071   0.107   0.129   0.155   0.215 1.001  3700
p[21,4]    0.322   0.055   0.222   0.283   0.321   0.358   0.432 1.001  8200
p[22,4]    0.399   0.068   0.281   0.349   0.396   0.445   0.536 1.001 12000
p[23,4]    0.385   0.051   0.290   0.350   0.384   0.419   0.488 1.001 12000
p[24,4]    0.171   0.043   0.097   0.140   0.168   0.198   0.265 1.001  3700
p[25,4]    0.162   0.048   0.084   0.127   0.156   0.190   0.268 1.001  3700
p[26,4]    0.284   0.050   0.191   0.248   0.281   0.316   0.389 1.001  3300
p[27,4]    0.337   0.053   0.240   0.300   0.334   0.372   0.448 1.002  2900
p[28,4]    0.369   0.061   0.253   0.326   0.367   0.408   0.495 1.002  2300
p[29,4]    0.358   0.053   0.258   0.323   0.356   0.392   0.469 1.002  2300
p[30,4]    0.354   0.054   0.247   0.318   0.353   0.389   0.463 1.002  2100
p[31,4]    0.344   0.047   0.252   0.314   0.343   0.374   0.441 1.002  2800
p[32,4]    0.344   0.048   0.256   0.313   0.341   0.371   0.450 1.001  3900
p[33,4]    0.340   0.044   0.258   0.312   0.339   0.366   0.435 1.002  2600
p[34,4]    0.121   0.037   0.058   0.095   0.118   0.144   0.206 1.001  6000
p[35,4]    0.213   0.039   0.131   0.186   0.216   0.241   0.278 1.002  1700
p[36,4]    0.115   0.032   0.062   0.092   0.112   0.135   0.186 1.002  2100
p[37,4]    0.212   0.035   0.137   0.187   0.215   0.239   0.268 1.003  1100
p[38,4]    0.266   0.037   0.193   0.238   0.269   0.294   0.329 1.003   870
p[39,4]    0.120   0.032   0.066   0.096   0.117   0.140   0.189 1.002  1700
p[40,4]    0.227   0.025   0.180   0.208   0.226   0.245   0.274 1.003  1200
p[41,4]    0.254   0.025   0.207   0.235   0.253   0.272   0.300 1.003  1000
p[42,4]    0.273   0.034   0.217   0.246   0.271   0.298   0.340 1.003   960
p[43,4]    0.301   0.036   0.237   0.275   0.298   0.324   0.377 1.002  1800
p[44,4]    0.314   0.038   0.249   0.287   0.310   0.337   0.400 1.001  3300
p[45,4]    0.122   0.030   0.071   0.100   0.119   0.141   0.188 1.002  2100
p[46,4]    0.225   0.027   0.170   0.207   0.226   0.245   0.274 1.002  1300
p[47,4]    0.117   0.031   0.064   0.095   0.114   0.136   0.186 1.002  2100
p[48,4]    0.112   0.034   0.055   0.087   0.108   0.133   0.190 1.002  2200
p[49,4]    0.255   0.047   0.168   0.222   0.253   0.285   0.354 1.001  3900
p[50,4]    0.340   0.054   0.244   0.302   0.337   0.374   0.454 1.001  5600
p[51,4]    0.385   0.054   0.287   0.347   0.382   0.420   0.498 1.001 12000
p[52,4]    0.160   0.040   0.091   0.132   0.157   0.185   0.247 1.002  2900
p[53,4]    0.147   0.043   0.077   0.116   0.142   0.173   0.246 1.002  3100
p[54,4]    0.256   0.048   0.174   0.221   0.253   0.287   0.357 1.002  2700
p[55,4]    0.322   0.057   0.219   0.281   0.320   0.359   0.439 1.002  1700
p[56,4]    0.367   0.055   0.266   0.329   0.365   0.403   0.481 1.001  3900
p[57,4]    0.347   0.046   0.266   0.315   0.342   0.374   0.448 1.001  3300
p[58,4]    0.353   0.044   0.270   0.323   0.351   0.381   0.442 1.001  5900
p[59,4]    0.140   0.035   0.080   0.115   0.138   0.162   0.218 1.002  2700
p[60,4]    0.248   0.041   0.173   0.218   0.248   0.278   0.327 1.003  1200
p[61,4]    0.292   0.035   0.229   0.267   0.291   0.316   0.362 1.003  1100
p[62,4]    0.130   0.036   0.070   0.103   0.126   0.152   0.212 1.002  2000
p[63,4]    0.122   0.039   0.060   0.092   0.117   0.145   0.212 1.002  2000
p[64,4]    0.229   0.049   0.144   0.193   0.226   0.262   0.328 1.002  1600
p[65,4]    0.306   0.049   0.218   0.269   0.305   0.339   0.404 1.002  1900
p[66,4]    0.135   0.041   0.069   0.105   0.130   0.160   0.229 1.002  1700
p[67,4]    0.249   0.051   0.161   0.212   0.246   0.283   0.357 1.002  2000
p[68,4]    0.295   0.057   0.202   0.252   0.291   0.333   0.417 1.002  1600
p[69,4]    0.318   0.050   0.236   0.280   0.313   0.351   0.424 1.002  1800
p[70,4]    0.312   0.051   0.235   0.273   0.305   0.345   0.424 1.002  1700
p[71,4]    0.325   0.045   0.253   0.292   0.321   0.354   0.422 1.002  2000
p[72,4]    0.117   0.035   0.057   0.092   0.114   0.140   0.194 1.001  5200
p[73,4]    0.211   0.042   0.132   0.181   0.208   0.241   0.294 1.003  1200
p[74,4]    0.272   0.035   0.206   0.248   0.272   0.297   0.340 1.002  1400
p[75,4]    0.118   0.031   0.067   0.096   0.115   0.137   0.189 1.002  2300
p[76,4]    0.223   0.030   0.175   0.200   0.218   0.243   0.285 1.002  1300
p[77,4]    0.273   0.039   0.218   0.243   0.265   0.299   0.363 1.003  1200
p[78,4]    0.316   0.036   0.252   0.291   0.314   0.340   0.394 1.001  3700
p[79,4]    0.299   0.040   0.236   0.269   0.293   0.324   0.391 1.002  2200
p[80,4]    0.311   0.035   0.248   0.287   0.309   0.333   0.384 1.001  4400
p[81,4]    0.304   0.041   0.238   0.274   0.300   0.330   0.397 1.002  2700
p[82,4]    0.359   0.038   0.283   0.336   0.358   0.379   0.443 1.002  2300
p[83,4]    0.358   0.038   0.281   0.333   0.358   0.382   0.432 1.001  7000
p[84,4]    0.151   0.038   0.084   0.124   0.148   0.175   0.231 1.002  2900
p[85,4]    0.291   0.045   0.198   0.262   0.294   0.323   0.371 1.002  4300
p[86,4]    0.320   0.031   0.252   0.301   0.324   0.343   0.371 1.002  1600
p[87,4]    0.337   0.047   0.243   0.305   0.339   0.370   0.425 1.002  1800
p[88,4]    0.327   0.036   0.253   0.303   0.329   0.352   0.392 1.002  1700
p[89,4]    0.335   0.047   0.246   0.301   0.335   0.367   0.425 1.002  2100
p[90,4]    0.321   0.047   0.235   0.288   0.321   0.354   0.413 1.002  2300
p[91,4]    0.138   0.039   0.072   0.110   0.135   0.163   0.225 1.002  3200
p[92,4]    0.267   0.037   0.194   0.241   0.268   0.293   0.335 1.001  3500
p[93,4]    0.325   0.028   0.264   0.308   0.328   0.345   0.375 1.001  4400
p[94,4]    0.346   0.049   0.259   0.310   0.344   0.379   0.445 1.002  2400
p[95,4]    0.146   0.039   0.081   0.118   0.143   0.171   0.229 1.002  2200
p[96,4]    0.258   0.047   0.166   0.224   0.259   0.292   0.347 1.002  1600
p[97,4]    0.311   0.039   0.237   0.283   0.312   0.338   0.387 1.002  1800
p[98,4]    0.316   0.034   0.252   0.292   0.317   0.340   0.382 1.002  2300
p[99,4]    0.334   0.051   0.246   0.296   0.333   0.368   0.438 1.002  1600
p[100,4]   0.141   0.039   0.075   0.113   0.138   0.167   0.227 1.002  1900
deviance 265.231   3.029 261.201 262.936 264.613 266.968 272.454 1.004   580

For each parameter, n.eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor (at convergence, Rhat=1).

DIC info (using the rule: pV = var(deviance)/2)
pV = 4.6 and DIC = 269.8
DIC is an estimate of expected predictive error (lower deviance is better).
