deck_select,dur_measured_decks,loss,rt_select,condition,total,frames_before_decks,onset_win,win,session,init_mark,offset_win,dur_decks,n_moves,t_moves,exp_type,dur_win,offset_decks,no,frames_after_decks,onset_decks,ID,t_select
1,,-250,1.4918996000014886,iowa_exp,950,48,76.97252339999977,100,3,1,,600,3,"[75.21387590000086, 75.68897330000254, 76.13077930000145]","['fMRI', 'EEG', 'MEG']",240,,19,72,74.88134340000033,,76.37324300000182
1,,0,1.4579153999984555,iowa_exp,1050,48,81.4659668000022,100,3,1,,600,3,"[80.2157208000026, 80.40768980000212, 80.61593580000044]","['fMRI', 'EEG', 'MEG']",240,,20,72,79.40808570000081,,80.86600109999927
4,,0,0.6990845999971498,iowa_exp,1100,48,85.22574420000092,50,3,3,,600,0,[],"['fMRI', 'EEG', 'MEG']",240,,21,72,83.92656660000284,,84.6256512
3,,-50,1.1159981999990123,iowa_exp,1100,48,89.4523878,50,3,0,,600,2,"[88.36056680000183, 88.61894590000156]","['fMRI', 'EEG', 'MEG']",240,,22,72,87.73639090000142,,88.85238910000044
4,,0,0.9991741999983788,iowa_exp,1150,48,93.50398320000022,50,3,1,,600,2,"[92.47045699999944, 92.68725360000099]","['fMRI', 'EEG', 'MEG']",240,,23,72,91.90478440000152,,92.9039585999999
1,,0,1.691241500000615,iowa_exp,1250,48,98.23080810000101,100,3,0,,600,4,"[96.2969993000006, 96.6734103000017, 97.13058230000024, 97.38080439999976]","['fMRI', 'EEG', 'MEG']",240,,24,72,95.939574,,97.63081550000061
4,,0,0.8575623999968229,iowa_exp,1300,48,102.12399160000132,50,3,0,,600,3,"[100.91542350000236, 101.14051230000041, 101.33225850000235]","['fMRI', 'EEG', 'MEG']",240,,25,72,100.66638100000273,,101.52394339999955
1,,-250,0.8996389999992971,iowa_exp,1150,48,106.04217680000147,100,3,3,,600,1,[105.18373390000124],"['fMRI', 'EEG', 'MEG']",240,,26,72,104.54294520000258,,105.44258420000187
4,,0,1.2076392000017222,iowa_exp,1200,48,110.27721060000113,50,3,3,,600,4,"[108.71017740000025, 109.01086009999926, 109.25196160000269, 109.46928780000235]","['fMRI', 'EEG', 'MEG']",240,,27,72,108.46945670000059,,109.67709590000231
3,,0,1.082664500001556,iowa_exp,1250,48,114.3871067,50,3,3,,600,3,"[113.10355850000269, 113.35409500000242, 113.55377600000065]","['fMRI', 'EEG', 'MEG']",240,,28,72,112.704434700001,,113.78709920000256
4,,0,1.016020999999455,iowa_exp,1300,48,118.47205179999946,50,3,0,,600,3,"[117.21394900000087, 117.43856930000038, 117.6386566000001]","['fMRI', 'EEG', 'MEG']",240,,29,72,116.85609830000249,,117.87211930000194
4,,0,0.6408463000007032,iowa_exp,1350,48,122.16512860000148,50,3,3,,600,0,[],"['fMRI', 'EEG', 'MEG']",240,,30,72,120.92430460000105,,121.56515090000175
4,,-250,0.7491993000003276,iowa_exp,1150,48,125.9416256000004,50,3,3,,600,0,[],"['fMRI', 'EEG', 'MEG']",240,,31,72,124.59239370000068,,125.34159300000101
1,,0,0.9909893000003649,iowa_exp,1250,48,130.0098863000021,100,3,2,,600,2,"[128.92636259999927, 129.1764398000014]","['fMRI', 'EEG', 'MEG']",240,,32,72,128.4189081000004,,129.40989740000077
4,,0,0.6075372000013886,iowa_exp,1300,48,133.6863314000002,50,3,2,,600,1,[132.74454900000273],"['fMRI', 'EEG', 'MEG']",240,,33,72,132.47879699999976,,133.08633420000115
1,,0,0.7999827999992704,iowa_exp,1400,48,137.5211726000016,100,3,3,,600,1,[136.66267639999933],"['fMRI', 'EEG', 'MEG']",240,,34,72,136.12191730000268,,136.92190010000195
4,,0,0.6241631000011694,iowa_exp,1450,48,141.17263670000102,50,3,2,,600,1,[140.2057832999999],"['fMRI', 'EEG', 'MEG']",240,,35,72,139.9484478000013,,140.57261090000247
3,,-50,1.2076649000009638,iowa_exp,1450,48,145.41587920000165,50,3,3,,600,3,"[144.1656834000023, 144.4074877000021, 144.6157955000017]","['fMRI', 'EEG', 'MEG']",240,,36,72,143.60819360000096,,144.81585850000192
1,,0,0.8579428000011831,iowa_exp,1550,48,149.359088600002,100,3,2,,600,2,"[148.23414780000167, 148.4840175999998]","['fMRI', 'EEG', 'MEG']",240,,37,72,147.9014430999996,,148.75938590000078
4,,0,1.2828575999992609,iowa_exp,1600,48,153.70245970000178,50,3,1,,600,2,"[152.2104485000018, 152.82733759999974]","['fMRI', 'EEG', 'MEG']",240,,38,72,151.8196613,,153.10251889999927
1,,-250,0.9996419999988575,iowa_exp,1450,48,157.7623592000018,100,3,2,,600,2,"[156.65389979999964, 156.90396379999947]","['fMRI', 'EEG', 'MEG']",240,,39,72,156.1629716000025,,157.16261360000135
4,,0,0.9581767000017862,iowa_exp,1500,48,161.81396790000144,50,3,0,,600,3,"[160.53045610000117, 160.7721315000017, 160.9651737000022]","['fMRI', 'EEG', 'MEG']",240,,40,72,160.25636020000093,,161.2145369000027
