rt_select,condition,dur_decks,total,frames_before_decks,no,t_select,loss,onset_win,frames_after_decks,deck_select,onset_decks,offset_win,win,offset_decks,dur_win,init_mark,t_moves,n_moves,ID,dur_measured_decks,session,exp_type
1.0577505999972345,iowa_exp,600,400,72,12,47.88942390000739,0,48.28931459999876,48,4,46.83167330001015,,50,,240,0,"[47.10582160000922, 47.3724632000085, 47.673099700012244]",3,,,4,"['fMRI', 'EEG', 'MEG']"
0.6740619999909541,iowa_exp,600,450,72,13,51.61588219999976,0,52.015769900011946,48,3,50.941820200008806,,50,,240,1,[51.27407730001141],1,,,4,"['fMRI', 'EEG', 'MEG']"
0.5825469000119483,iowa_exp,600,500,72,14,55.23397700001078,0,55.63384930000757,48,4,54.651430099998834,,50,,240,1,"[54.30048840001109, 54.892342000006465]",2,,,4,"['fMRI', 'EEG', 'MEG']"
1.149662800002261,iowa_exp,600,500,72,15,59.44417990000511,-50,59.84385320000001,48,3,58.29451710000285,,50,,240,0,"[58.685301100005745, 59.185456000006525]",2,,,4,"['fMRI', 'EEG', 'MEG']"
1.299175699998159,iowa_exp,600,550,72,16,63.870530100000906,0,64.27054009999847,48,3,62.57135440000275,,50,,240,3,"[62.8469877000025, 63.278737500004354, 63.52879270000267]",3,,,4,"['fMRI', 'EEG', 'MEG']"
0.7410494000068866,iowa_exp,600,600,72,17,67.69732230000955,0,68.09704710000369,48,4,66.95627290000266,,50,,240,1,"[67.18180720000237, 67.41446900001029]",2,,,4,"['fMRI', 'EEG', 'MEG']"
0.7325604000070598,iowa_exp,600,600,72,18,71.48196970000572,-50,71.88193090001005,48,3,70.74940929999866,,50,,240,0,"[70.56517280000844, 70.98167680000188]",2,,,4,"['fMRI', 'EEG', 'MEG']"
0.7325588999956381,iowa_exp,600,650,72,19,75.30012220000208,0,75.70004090000293,48,4,74.56756330000644,,50,,240,2,[74.83431150000251],1,,,4,"['fMRI', 'EEG', 'MEG']"
1.349535699991975,iowa_exp,600,450,72,20,79.69348360000004,-250,80.09334700000181,48,4,78.34394790000806,,50,,240,3,"[78.58471250000002, 78.95152539999981, 79.20157920000202, 79.43506480001088]",4,,,4,"['fMRI', 'EEG', 'MEG']"
1.7162529000052018,iowa_exp,600,550,72,21,84.52868490001129,0,84.92858630001137,48,2,82.81243200000608,,100,,240,2,"[83.37074620000203, 83.6450038000039, 84.27855170000112]",3,,,4,"['fMRI', 'EEG', 'MEG']"
0.9991531999985455,iowa_exp,600,650,72,22,88.61354970000684,0,89.01351720000093,48,2,87.6143965000083,,100,,240,0,[87.98000340000726],1,,,4,"['fMRI', 'EEG', 'MEG']"
1.0993358999985503,iowa_exp,600,700,72,23,92.83186700000078,0,93.23180710000452,48,4,91.73253110000223,,50,,240,0,"[91.97330150000926, 92.24833790000412, 92.55671660001099]",3,,,4,"['fMRI', 'EEG', 'MEG']"
1.3258173000067472,iowa_exp,600,750,72,24,97.25163150001026,0,97.65855069999816,48,3,95.92581420000351,,50,,240,2,"[96.15859710000223, 96.50007619999815, 96.74181279999902, 97.0002361000079]",4,,,4,"['fMRI', 'EEG', 'MEG']"
0.5157785000046715,iowa_exp,600,800,72,25,100.88498420000542,0,101.28495240000484,48,4,100.36920570000075,,50,,240,2,[100.41067700000713],1,,,4,"['fMRI', 'EEG', 'MEG']"
0.6157562000007601,iowa_exp,600,800,72,26,104.56146430000081,-50,104.96144360001199,48,3,103.94570810000005,,50,,240,1,[104.21132329999818],1,,,4,"['fMRI', 'EEG', 'MEG']"
0.5908045999967726,iowa_exp,600,850,72,27,108.22954810000374,0,108.62948820000747,48,3,107.63874350000697,,50,,240,1,[107.83774500001164],1,,,4,"['fMRI', 'EEG', 'MEG']"
0.7075038000039058,iowa_exp,600,900,72,28,112.02276000000711,0,112.42265570000745,48,4,111.3152562000032,,50,,240,2,[111.73134420000133],1,,,4,"['fMRI', 'EEG', 'MEG']"
0.599202500001411,iowa_exp,600,950,72,29,115.6491415000055,0,116.04905919999874,48,4,115.04993900000409,,50,,240,3,[],0,,,4,"['fMRI', 'EEG', 'MEG']"
0.7167528999998467,iowa_exp,600,950,72,30,119.47651820001192,-50,119.88388230001146,48,3,118.75976530001208,,50,,240,1,[119.17554560001008],1,,,4,"['fMRI', 'EEG', 'MEG']"
0.699668199988082,iowa_exp,600,1000,72,31,123.32757239999773,0,123.72702099999879,48,4,122.62790420000965,,50,,240,3,[],0,,,4,"['fMRI', 'EEG', 'MEG']"
1.0410332000028575,iowa_exp,600,1000,72,32,127.57045530001051,-50,127.97036970000772,48,3,126.52942210000765,,50,,240,3,"[126.7701919000101, 127.07866179999837, 127.32869829999981]",3,,,4,"['fMRI', 'EEG', 'MEG']"
0.7906974000070477,iowa_exp,600,1000,72,33,131.53862800000934,-50,131.93858970000292,48,3,130.7479306000023,,50,,240,1,[131.20687100000214],1,,,4,"['fMRI', 'EEG', 'MEG']"
1.8160717999999179,iowa_exp,600,1000,72,34,136.5824214000022,-50,136.9822695000039,48,3,134.7663496000023,,50,,240,3,"[135.44852570000512, 135.84865110000828, 136.28227370000968]",3,,,4,"['fMRI', 'EEG', 'MEG']"
1.1243382999964524,iowa_exp,600,1050,72,35,142.52632210000593,0,142.92626800001017,48,4,141.40198380000948,,50,,240,0,"[141.7259938000061, 142.03442090000317, 142.25952610000968]",3,,,4,"['fMRI', 'EEG', 'MEG']"
0.8074573999911081,iowa_exp,600,1100,72,36,147.87829500000225,0,148.27831690000312,48,4,147.07083760001115,,50,,240,1,"[147.36192609999853, 147.60323500000231]",2,,,4,"['fMRI', 'EEG', 'MEG']"
0.715877200011164,iowa_exp,600,1150,72,37,151.7465690000099,0,152.14646830000856,48,4,151.03069179999875,,50,,240,1,"[151.27149650000501, 151.4964217000088]",2,,,4,"['fMRI', 'EEG', 'MEG']"
0.765860800005612,iowa_exp,600,1200,72,38,155.61467950000952,0,156.0146708000102,48,4,154.8488187000039,,50,,240,1,"[155.08972170000197, 155.32287740000174]",2,,,4,"['fMRI', 'EEG', 'MEG']"
0.7501530000008643,iowa_exp,600,1000,72,39,159.43380870000692,-250,159.84110040000814,48,4,158.68365570000606,,50,,240,1,"[158.89938270000857, 159.18281389999902]",2,,,4,"['fMRI', 'EEG', 'MEG']"
0.9326138999895193,iowa_exp,600,850,72,40,163.52611869999964,-250,163.92606570001226,48,1,162.59350480001012,,100,,240,2,"[162.9676865000074, 163.21761030000926]",2,,,4,"['fMRI', 'EEG', 'MEG']"
