no,offset_win,dur_decks,onset_decks,deck_select,total,dur_measured_decks,exp_type,rt_select,frames_after_decks,dur_win,session,init_mark,condition,frames_before_decks,t_moves,ID,offset_decks,n_moves,t_select,win,loss,onset_win
28,,600,133.8098400000017,3,-700,,"['fMRI', 'EEG', 'MEG']",1.6829510999959894,72,240,2,3,iowa_exp,48,"[134.44229179999093, 134.80970979999984, 135.17603399998916]",,,3,135.4927910999977,50,-50,136.09276679999311
29,,600,138.53668879999896,4,-650,,"['fMRI', 'EEG', 'MEG']",2.1665704999904847,72,240,2,1,iowa_exp,48,"[139.18649039999582, 139.64438149999478]",,,2,140.70325929998944,50,0,141.30313309999474
30,,600,143.7304151999997,4,-600,,"['fMRI', 'EEG', 'MEG']",0.8659552000026451,72,240,2,2,iowa_exp,48,[144.19614410000213],,,1,144.59637040000234,50,0,145.19631479999225
31,,600,147.62366139999358,4,-550,,"['fMRI', 'EEG', 'MEG']",0.665743499994278,72,240,2,3,iowa_exp,48,[],,,0,148.28940489998786,50,0,148.88940669999283
32,,600,151.34170109999832,4,-500,,"['fMRI', 'EEG', 'MEG']",0.7741929999901913,72,240,2,3,iowa_exp,48,[],,,0,152.1158940999885,50,0,152.71592239999154
33,,600,155.17652709998947,3,-450,,"['fMRI', 'EEG', 'MEG']",0.8742487999988953,72,240,2,1,iowa_exp,48,[155.63393070000166],,,1,156.05077589998837,50,0,156.6508005999931
34,,600,159.12803959999292,4,-400,,"['fMRI', 'EEG', 'MEG']",1.8997076000086963,72,240,2,3,iowa_exp,48,[],,,0,161.0277472000016,50,0,161.6277315999905
35,,600,164.07998280000174,3,-400,,"['fMRI', 'EEG', 'MEG']",1.5829150999925332,72,240,2,1,iowa_exp,48,[165.22103849999257],,,1,165.66289789999428,50,-50,166.262868299993
36,,600,168.73180929999216,1,-300,,"['fMRI', 'EEG', 'MEG']",3.700393899998744,72,240,2,0,iowa_exp,48,[],,,0,172.4322031999909,100,0,173.03217349998886
37,,600,175.49271999999473,1,-200,,"['fMRI', 'EEG', 'MEG']",0.5662427000061143,72,240,2,0,iowa_exp,48,[],,,0,176.05896270000085,100,0,176.6585527999996
38,,600,179.14424559999316,1,-100,,"['fMRI', 'EEG', 'MEG']",1.4745583000039915,72,240,2,2,iowa_exp,48,"[179.8684668999922, 180.24360180000076]",,,2,180.61880389999715,100,0,181.21869389999483
39,,600,183.6375793999905,1,-250,,"['fMRI', 'EEG', 'MEG']",1.6829084000055445,72,240,2,1,iowa_exp,48,"[184.1450516999903, 184.5201182000019, 184.92112069998984]",,,3,185.32048779999604,100,-250,185.9205617999978
40,,600,188.37284719999298,3,-250,,"['fMRI', 'EEG', 'MEG']",2.9584461000049487,72,240,2,3,iowa_exp,48,"[188.73010089999298, 189.48888619999343, 190.98943589998817]",,,3,191.33129329999792,50,-50,191.93121589999646
