no,offset_win,dur_decks,onset_decks,deck_select,total,dur_measured_decks,exp_type,rt_select,frames_after_decks,dur_win,session,init_mark,condition,frames_before_decks,t_moves,ID,offset_decks,n_moves,t_select,win,loss,onset_win
1,,600,0.9978113999968627,1,-150,,"['fMRI', 'EEG', 'MEG']",3.474389800001518,72,240,1,2,iowa_exp,48,"[2.354639400000451, 3.354989300001762]",,,2,4.472201199998381,100,-250,5.072139500000048
2,,600,7.582819000002928,2,-50,,"['fMRI', 'EEG', 'MEG']",3.391922099996009,72,240,1,3,iowa_exp,48,"[8.932570200006012, 9.774219400002039]",,,2,10.974741099998937,100,0,11.574670200003311
3,,600,14.010208599996986,4,0,,"['fMRI', 'EEG', 'MEG']",3.0252370000089286,72,240,1,3,iowa_exp,48,"[14.85150319999957, 15.443054200004553, 15.959968199997093, 16.668525700006285]",,,4,17.035445600005914,50,0,17.63536759999988
4,,600,20.03758829999424,3,50,,"['fMRI', 'EEG', 'MEG']",2.800049299999955,72,240,1,0,iowa_exp,48,"[20.595341299995198, 21.75474610000674]",,,2,22.837637599994196,50,0,23.43765279999934
5,,600,25.88993119999941,1,-100,,"['fMRI', 'EEG', 'MEG']",2.258142799997586,72,240,1,3,iowa_exp,48,[26.397455199999968],,,1,28.148073999996996,100,-250,28.748029399997904
6,,600,31.167003499998827,3,-100,,"['fMRI', 'EEG', 'MEG']",0.7157710000028601,72,240,1,1,iowa_exp,48,[31.36599500000011],,,1,31.882774500001688,50,-50,32.48285709999618
7,,600,34.95172989999992,2,0,,"['fMRI', 'EEG', 'MEG']",1.9749638000066625,72,240,1,3,iowa_exp,48,"[35.89269449999847, 36.343781699994]",,,2,36.92669370000658,100,0,37.52644030000374
8,,600,39.94534560000466,2,100,,"['fMRI', 'EEG', 'MEG']",2.0914773999975296,72,240,1,2,iowa_exp,48,"[40.561332299999776, 41.01977569999872, 41.48661649999849]",,,3,42.03682300000219,100,0,42.63677120000648
9,,600,45.05566660000477,2,200,,"['fMRI', 'EEG', 'MEG']",2.0830577000015182,72,240,1,3,iowa_exp,48,"[45.889702600004966, 46.56350309999834]",,,2,47.13872430000629,100,0,47.73879499999748
10,,600,50.14101020000817,2,300,,"['fMRI', 'EEG', 'MEG']",1.6084095999976853,72,240,1,3,iowa_exp,48,"[50.65714700000535, 51.15703849999409]",,,2,51.74941980000585,100,0,52.34890440000163
11,,600,54.76781210000627,2,400,,"['fMRI', 'EEG', 'MEG']",1.3998996000009356,72,240,1,0,iowa_exp,48,[55.13341710000532],,,1,56.1677117000072,100,0,56.76730599999428
12,,600,59.19453920000524,4,450,,"['fMRI', 'EEG', 'MEG']",2.5416237999888835,72,240,1,1,iowa_exp,48,"[60.43561739999859, 60.87753749999683]",,,2,61.73616299999412,50,0,62.33616120000079
13,,600,64.7550562999968,2,-700,,"['fMRI', 'EEG', 'MEG']",1.1827585999999428,72,240,1,3,iowa_exp,48,"[65.19582900000387, 65.55429300000833]",,,2,65.93781489999674,100,-1250,66.53777439999976
14,,600,69.04010480000579,4,-900,,"['fMRI', 'EEG', 'MEG']",2.458124199998565,72,240,1,3,iowa_exp,48,"[69.55576980000478, 70.0227506000083, 70.49042889999691, 71.0318341999955]",,,4,71.49822900000436,50,-250,72.09825599999749
15,,600,74.54223900000216,1,-800,,"['fMRI', 'EEG', 'MEG']",1.057646899993415,72,240,1,0,iowa_exp,48,[],,,0,75.59988589999557,100,0,76.19985059999453
16,,600,78.6271090000082,4,-750,,"['fMRI', 'EEG', 'MEG']",0.7825339999981225,72,240,1,2,iowa_exp,48,[78.97618820000207],,,1,79.40964300000633,50,0,80.00968499999726
17,,600,82.43711240000266,1,-650,,"['fMRI', 'EEG', 'MEG']",0.48227619999670424,72,240,1,0,iowa_exp,48,[],,,0,82.91938859999937,100,0,83.5194182999985
18,,600,85.9883364999987,3,-600,,"['fMRI', 'EEG', 'MEG']",3.425840600000811,72,240,1,3,iowa_exp,48,"[87.0126392999955, 87.58866740000667, 88.14640060000238]",,,3,89.4141770999995,50,0,90.01357579999603
19,,600,92.41580740000063,1,-500,,"['fMRI', 'EEG', 'MEG']",1.5578877999942051,72,240,1,3,iowa_exp,48,[92.88251969999692],,,1,93.97369519999484,100,0,94.57370819999778
20,,600,97.01758179999888,4,-450,,"['fMRI', 'EEG', 'MEG']",3.1335648000094807,72,240,1,0,iowa_exp,48,"[97.58348770000157, 98.83387270000821, 99.35164920000534]",,,3,100.15114660000836,50,0,100.7511208000069
21,,600,103.16997000000265,1,-600,,"['fMRI', 'EEG', 'MEG']",2.284485099997255,72,240,1,1,iowa_exp,48,"[104.05257630000415, 104.46120590000646, 105.0031697999948]",,,3,105.4544550999999,100,-250,106.0615117999987
22,,600,108.56378270000278,3,-600,,"['fMRI', 'EEG', 'MEG']",1.632905699996627,72,240,1,2,iowa_exp,48,[],,,0,110.1966883999994,50,-50,110.79670429999533
23,,600,113.2239111999952,4,-550,,"['fMRI', 'EEG', 'MEG']",1.3587406000006013,72,240,1,1,iowa_exp,48,"[113.61476799999946, 114.03980490000686]",,,2,114.5826517999958,50,0,115.190108099996
24,,600,117.61728560000483,4,-500,,"['fMRI', 'EEG', 'MEG']",1.7755434999999125,72,240,1,0,iowa_exp,48,"[117.98301830000128, 118.42483970000467, 118.82589589999407]",,,3,119.39282910000475,50,0,120.00028880000173
25,,600,122.42752230000042,,-650,,"['fMRI', 'EEG', 'MEG']",,72,240,1,0,iowa_exp,48,"[122.84499080000387, 123.2601616000029, 126.58659950000583, 127.15329240000574]",,,4,,100,-250,128.02841919999628
26,,600,130.51395310000225,3,-650,,"['fMRI', 'EEG', 'MEG']",3.2096582999947714,72,240,1,3,iowa_exp,48,"[131.63011779999943, 132.11362440000812, 132.8722598000022]",,,3,133.72361139999703,50,-50,134.33085969999956
27,,600,136.7497876999987,4,-600,,"['fMRI', 'EEG', 'MEG']",1.9997123000066495,72,240,1,3,iowa_exp,48,"[137.14898650000396, 137.54974109999603, 137.9829885000072, 138.33269700000528]",,,4,138.74950000000536,50,0,139.34954090000247
28,,600,141.77672530000564,4,-550,,"['fMRI', 'EEG', 'MEG']",1.2995338999899104,72,240,1,2,iowa_exp,48,[142.55096090000006],,,1,143.07625919999555,50,0,143.67619939999713
29,,600,146.0950462000037,4,-500,,"['fMRI', 'EEG', 'MEG']",1.4662583000026643,72,240,1,2,iowa_exp,48,[146.70313560000795],,,1,147.56130450000637,50,0,148.16127349999442
30,,600,150.58848330000183,2,-400,,"['fMRI', 'EEG', 'MEG']",1.6831318000040483,72,240,1,1,iowa_exp,48,[],,,0,152.27161510000587,100,0,152.8714539000066
31,,600,155.30698269999993,2,-300,,"['fMRI', 'EEG', 'MEG']",1.8996686000027694,72,240,1,0,iowa_exp,48,[155.96458270000585],,,1,157.2066513000027,100,0,157.80672710000363
32,,600,160.29227800000808,2,-200,,"['fMRI', 'EEG', 'MEG']",1.3827965999953449,72,240,1,1,iowa_exp,48,[],,,0,161.67507460000343,100,0,162.27510359999724
33,,600,164.7024259000027,2,-100,,"['fMRI', 'EEG', 'MEG']",1.7663038000027882,72,240,1,1,iowa_exp,48,[],,,0,166.4687297000055,100,0,167.06861960000242
34,,600,169.49584800000594,2,0,,"['fMRI', 'EEG', 'MEG']",2.258200399999623,72,240,1,3,iowa_exp,48,"[170.51280039999983, 170.97117449999496]",,,2,171.75404840000556,100,0,172.35405880000326
35,,600,174.7813046999945,4,-200,,"['fMRI', 'EEG', 'MEG']",1.2576811000035377,72,240,1,1,iowa_exp,48,"[175.0970415000047, 175.54916870000307]",,,2,176.03898579999804,50,-250,176.63903109999956
36,,600,179.99169520000578,2,-100,,"['fMRI', 'EEG', 'MEG']",1.7583811999938916,72,240,1,2,iowa_exp,48,"[180.44932329999574, 180.93256840000686, 181.33380459999898]",,,3,181.75007639999967,100,0,182.34957429999486
37,,600,185.21031039999798,2,0,,"['fMRI', 'EEG', 'MEG']",0.816004200009047,72,240,1,1,iowa_exp,48,[],,,0,186.02631460000703,100,0,186.6262807000021
38,,600,189.053528000004,2,-1150,,"['fMRI', 'EEG', 'MEG']",1.5162961000023643,72,240,1,0,iowa_exp,48,[189.76932690000103],,,1,190.56982410000637,100,-1250,191.16970990000118
39,,600,194.14718650000577,3,-1100,,"['fMRI', 'EEG', 'MEG']",1.1076428999949712,72,240,1,1,iowa_exp,48,[194.7296542999975],,,1,195.25482940000074,50,0,195.85487920000742
40,,600,198.29881490000116,1,-1000,,"['fMRI', 'EEG', 'MEG']",1.1160006999998586,72,240,1,3,iowa_exp,48,[198.7394673999952],,,1,199.41481560000102,100,0,200.01482070000202
