frames_after_decks,deck_select,init_mark,t_select,win,dur_decks,session,loss,onset_win,condition,dur_win,dur_measured_decks,offset_win,frames_before_decks,total,offset_decks,onset_decks,t_moves,ID,rt_select,exp_type,n_moves,no
48,4,3,1.5306719000000157,50,600,1,0,1.930533300001116,iowa_exp,240,,,72,50,,0.9989691999981005,[],,0.5317027000019152,"['fMRI', 'EEG', 'MEG']",0,1
48,1,0,3.179917400000704,100,600,1,-250,5.031731999999465,iowa_exp,240,,,72,-100,,4.62450600000011,[],,-1.4445885999994061,"['fMRI', 'EEG', 'MEG']",0,2
48,1,2,9.78390059999947,100,600,1,-250,10.18372459999955,iowa_exp,240,,,72,-250,,7.659035500000755,"[8.408224800001335, 9.442046200001641]",,2.124865099998715,"['fMRI', 'EEG', 'MEG']",2,3
48,2,0,13.776982899998984,100,600,1,0,14.17695150000145,iowa_exp,240,,,72,-150,,12.785997999999381,[13.260189299999183],,0.9909848999996029,"['fMRI', 'EEG', 'MEG']",1,4
48,3,1,17.67098569999871,50,600,1,0,18.07013029999871,iowa_exp,240,,,72,-100,,16.779325600000448,[17.278362500001094],,0.891660099998262,"['fMRI', 'EEG', 'MEG']",1,5
48,4,3,21.738476899998204,50,600,1,0,22.138393500001257,iowa_exp,240,,,72,-50,,20.672452200000407,[],,1.0660246999977971,"['fMRI', 'EEG', 'MEG']",0,6
48,2,0,25.540158100000554,100,600,1,0,25.939899900000455,iowa_exp,240,,,72,50,,24.748999299998104,[25.25647250000111],,0.7911588000024494,"['fMRI', 'EEG', 'MEG']",1,7
48,2,2,30.48386759999994,100,600,1,0,30.883473400001094,iowa_exp,240,,,72,150,,28.583892099999503,"[29.324795299999096, 29.85004779999872, 30.17591529999845]",,1.899975500000437,"['fMRI', 'EEG', 'MEG']",3,8
48,2,0,34.43661989999964,100,600,1,0,34.8350070000015,iowa_exp,240,,,72,250,,33.51914680000118,[34.18505709999954],,0.9174730999984604,"['fMRI', 'EEG', 'MEG']",1,9
48,2,0,38.16995939999833,100,600,1,0,38.56980869999825,iowa_exp,240,,,72,350,,37.445585599998594,[37.87893120000081],,0.7243737999997393,"['fMRI', 'EEG', 'MEG']",1,10
48,2,0,42.02963720000116,100,600,1,0,42.429617800000415,iowa_exp,240,,,72,450,,41.34716079999998,[41.80483230000027],,0.6824764000011783,"['fMRI', 'EEG', 'MEG']",1,11
48,2,3,46.297925300001225,100,600,1,-1250,46.697987899999134,iowa_exp,240,,,72,-700,,45.03190360000008,"[45.54778169999918, 46.01452430000063]",,1.266021700001147,"['fMRI', 'EEG', 'MEG']",2,12
48,2,2,51.31666480000058,100,600,1,0,51.7165731999994,iowa_exp,240,,,72,-600,,49.32527729999856,"[50.46675939999841, 50.77520970000114, 51.06668150000041]",,1.9913875000020198,"['fMRI', 'EEG', 'MEG']",3,13
48,2,3,55.35985879999862,100,600,1,0,55.759807999998884,iowa_exp,240,,,72,-500,,54.327520200000436,"[54.793912699999055, 55.0096936000009]",,1.0323385999981838,"['fMRI', 'EEG', 'MEG']",2,14
48,2,2,59.92826319999949,100,600,1,0,60.32823970000027,iowa_exp,240,,,72,-400,,58.37049439999828,"[58.836683400000766, 59.211452700001246, 59.56274929999927]",,1.557768800001213,"['fMRI', 'EEG', 'MEG']",3,15
48,2,0,64.88180199999988,100,600,1,0,65.28015249999953,iowa_exp,240,,,72,-300,,62.95562349999818,"[63.238046999998915, 63.488103700001375, 64.0799447999998, 64.33009010000023, 64.59685549999995]",,1.926178500001697,"['fMRI', 'EEG', 'MEG']",5,16
48,2,0,68.55669080000007,100,600,1,0,68.95662349999839,iowa_exp,240,,,72,-200,,67.94921880000038,[68.30658409999887],,0.6074719999996887,"['fMRI', 'EEG', 'MEG']",1,17
48,4,2,74.25060379999923,50,600,1,-250,74.65051160000075,iowa_exp,240,,,72,-400,,71.59231060000093,"[72.08384840000144, 72.44991790000131, 73.2835527999996, 73.52534110000124, 74.03385160000107]",,2.6582931999982975,"['fMRI', 'EEG', 'MEG']",5,18
48,2,2,78.51049950000015,100,600,1,0,78.91051190000144,iowa_exp,240,,,72,-300,,77.27790059999825,"[77.71956760000103, 77.93541539999933, 78.20290709999972]",,1.2325989000019035,"['fMRI', 'EEG', 'MEG']",3,19
48,2,2,82.72098629999891,100,600,1,0,83.12048409999989,iowa_exp,240,,,72,-200,,81.53793399999995,"[81.99529419999817, 82.22037379999892, 82.46217930000057]",,1.1830522999989626,"['fMRI', 'EEG', 'MEG']",3,20
48,2,3,86.680477599999,100,600,1,-1250,87.08030940000026,iowa_exp,240,,,72,-1350,,85.73112089999995,"[86.21358229999896, 86.41415380000035]",,0.9493566999990435,"['fMRI', 'EEG', 'MEG']",2,21
