frames_after_decks,deck_select,init_mark,t_select,win,dur_decks,session,loss,onset_win,condition,dur_win,dur_measured_decks,offset_win,frames_before_decks,total,offset_decks,onset_decks,t_moves,ID,rt_select,exp_type,n_moves,no
72,4,1,89.35260329999801,50,600,2,0,89.96014429999923,iowa_exp,240,,,48,-650,,88.46079229999668,"[88.91864619999978, 89.11838339999667]",,0.8918110000013257,"['fMRI', 'EEG', 'MEG']",2,22
72,1,3,93.1287717999985,100,600,2,0,93.72828409999784,iowa_exp,240,,,48,-550,,92.39567199999874,[92.73645129999932],,0.7330997999997635,"['fMRI', 'EEG', 'MEG']",1,23
72,3,0,97.69675389999975,50,600,2,-50,98.2966929999966,iowa_exp,240,,,48,-550,,96.17226519999895,"[96.67970159999822, 97.2048326999975]",,1.524488700000802,"['fMRI', 'EEG', 'MEG']",2,24
72,2,0,102.48186249999708,100,600,2,0,103.08195469999919,iowa_exp,240,,,48,-450,,100.70725969999694,"[100.68129589999808, 100.98135980000006, 101.28980689999662, 101.61491529999694, 102.22348099999726]",,1.7746028000001388,"['fMRI', 'EEG', 'MEG']",5,25
72,2,3,106.74271079999744,100,600,2,-1250,107.35022539999773,iowa_exp,240,,,48,-1600,,105.50081599999976,"[106.0500549999997, 106.4334087999996]",,1.2418947999976808,"['fMRI', 'EEG', 'MEG']",2,26
72,2,0,110.9685830999988,100,600,2,0,111.56851139999708,iowa_exp,240,,,48,-1500,,110.25267619999795,[110.71008729999812],,0.7159069000008458,"['fMRI', 'EEG', 'MEG']",1,27
72,2,1,114.56990829999995,100,600,2,0,115.16995329999918,iowa_exp,240,,,48,-1400,,114.09590449999814,[],,0.4740038000018103,"['fMRI', 'EEG', 'MEG']",0,28
72,2,2,118.8965860999997,100,600,2,0,119.49667309999859,iowa_exp,240,,,48,-1300,,117.64716729999782,"[118.16306309999709, 118.38969329999964, 118.6466236999986]",,1.2494188000018767,"['fMRI', 'EEG', 'MEG']",3,29
72,2,1,122.57408499999656,100,600,2,0,123.17304699999659,iowa_exp,240,,,48,-1200,,121.98219829999653,[],,0.5918867000000319,"['fMRI', 'EEG', 'MEG']",0,30
72,2,3,126.78300549999767,100,600,2,0,127.38302599999952,iowa_exp,240,,,48,-1100,,125.65030359999946,"[126.1415442999969, 126.38293639999756]",,1.1327018999982101,"['fMRI', 'EEG', 'MEG']",2,31
72,4,1,130.53538499999922,50,600,2,0,131.14279909999823,iowa_exp,240,,,48,-1050,,129.9103338999994,"[129.8344748999989, 130.19268439999723]",,0.6250510999998369,"['fMRI', 'EEG', 'MEG']",2,32
72,3,1,134.23595799999748,50,600,2,-50,134.83592599999974,iowa_exp,240,,,48,-1050,,133.64510919999884,[133.9274633999994],,0.5908487999986392,"['fMRI', 'EEG', 'MEG']",1,33
72,4,1,138.155698999999,50,600,2,0,138.7624739999992,iowa_exp,240,,,48,-1000,,137.41326149999804,"[137.72059389999777, 137.9290148]",,0.7424375000009604,"['fMRI', 'EEG', 'MEG']",2,34
72,4,2,142.22234019999814,50,600,2,0,142.8223403999982,iowa_exp,240,,,48,-950,,141.2397192999997,[141.95563739999852],,0.9826208999984374,"['fMRI', 'EEG', 'MEG']",1,35
72,4,2,145.91543279999678,50,600,2,0,146.51548089999778,iowa_exp,240,,,48,-900,,145.22472099999868,[145.70783789999768],,0.6907117999980983,"['fMRI', 'EEG', 'MEG']",1,36
72,2,2,150.2337950000001,100,600,2,0,150.8337885999972,iowa_exp,240,,,48,-800,,148.95116229999985,"[149.47569949999888, 149.70074699999896, 149.95868449999762]",,1.2826327000002493,"['fMRI', 'EEG', 'MEG']",3,37
72,2,3,154.3937866999986,100,600,2,0,154.99380429999655,iowa_exp,240,,,48,-700,,153.25271099999736,"[153.79352149999977, 154.16870729999937]",,1.1410757000012381,"['fMRI', 'EEG', 'MEG']",2,38
72,2,3,158.9705866999975,100,600,2,0,159.5705382999986,iowa_exp,240,,,48,-600,,157.42937119999988,"[158.12951019999673, 158.36193779999667]",,1.5412154999976337,"['fMRI', 'EEG', 'MEG']",2,39
72,2,0,162.8477598999998,100,600,2,0,163.44708559999708,iowa_exp,240,,,48,-500,,161.9893970999983,[162.58045579999816],,0.8583628000014869,"['fMRI', 'EEG', 'MEG']",1,40
