win,offset_decks,offset_win,session,dur_measured_decks,t_moves,dur_win,no,onset_decks,exp_type,onset_win,total,t_select,init_mark,deck_select,loss,dur_decks,n_moves,condition,frames_before_decks,frames_after_decks,rt_select,ID
50,,,1,,[],240,1,0.9970658000002004,"['fMRI', 'EEG', 'MEG']",2.595575800000006,50,1.9956559000002017,2,3,0,600,0,iowa_exp,48,72,0.9985901000000013,
50,,,1,,[],240,2,5.056201999999757,"['fMRI', 'EEG', 'MEG']",6.2303382999998576,50,5.630357800000638,2,3,-50,600,0,iowa_exp,48,72,0.5741558000008808,
50,,,1,,[],240,3,8.657583000000159,"['fMRI', 'EEG', 'MEG']",9.740011800000502,100,9.139969600000768,2,3,0,600,0,iowa_exp,48,72,0.4823866000006092,
50,,,1,,"[12.600336600000446, 12.84148500000083, 13.041620600000897]",240,4,12.15061760000026,"['fMRI', 'EEG', 'MEG']",13.85834000000068,100,13.25870070000019,3,3,-50,600,3,iowa_exp,48,72,1.1080830999999307,
50,,,1,,[16.710511499999484],240,5,16.285500100000718,"['fMRI', 'EEG', 'MEG']",17.55974849999984,100,16.960048099999767,1,3,-50,600,1,iowa_exp,48,72,0.6745479999990494,
50,,,1,,"[20.462016699999367, 20.661156899999696, 20.87840999999935]",240,6,19.96200300000055,"['fMRI', 'EEG', 'MEG']",21.69466579999971,150,21.094661900000574,3,3,0,600,3,iowa_exp,48,72,1.132658900000024,
50,,,1,,[24.49602489999961],240,7,24.105205600000772,"['fMRI', 'EEG', 'MEG']",25.37946980000015,200,24.77945980000004,1,3,0,600,1,iowa_exp,48,72,0.6742541999992682,
50,,,1,,"[28.105796899999405, 28.322527500000433]",240,8,27.831614299999273,"['fMRI', 'EEG', 'MEG']",29.114208499999222,250,28.514973600000303,0,3,0,600,2,iowa_exp,48,72,0.6833593000010296,
50,,,1,,[31.948947099999714],240,9,31.524835300000632,"['fMRI', 'EEG', 'MEG']",32.815661000000546,250,32.215707100000145,1,3,-50,600,1,iowa_exp,48,72,0.6908717999995133,
50,,,1,,"[35.517016600000716, 35.74258949999967]",240,10,35.22628199999963,"['fMRI', 'EEG', 'MEG']",36.53376299999945,300,35.93379230000028,0,3,0,600,2,iowa_exp,48,72,0.7075103000006493,
50,,,1,,[39.27680999999939],240,11,38.94435499999963,"['fMRI', 'EEG', 'MEG']",40.12686489999942,300,39.51940400000058,1,3,-50,600,1,iowa_exp,48,72,0.5750490000009449,
50,,,1,,"[42.88655649999964, 43.12028199999986]",240,12,42.53732870000022,"['fMRI', 'EEG', 'MEG']",43.936639300000024,300,43.33674780000001,0,3,-50,600,2,iowa_exp,48,72,0.7994190999997954,
