rt_select,condition,dur_decks,total,frames_before_decks,no,t_select,loss,onset_win,frames_after_decks,deck_select,onset_decks,offset_win,win,offset_decks,dur_win,init_mark,t_moves,n_moves,ID,dur_measured_decks,session,exp_type
2.1739316000021063,iowa_exp,600,100,72,1,3.172598500008462,0,3.5725188000069465,48,2,0.9986669000063557,,100,,240,2,"[1.7137115000077756, 2.07213810000394, 2.6557356999983313]",3,,,1,"['fMRI', 'EEG', 'MEG']"
1.2166446000046562,iowa_exp,600,-50,72,2,7.408175400007167,-250,7.807490300008794,48,1,6.191530800002511,,100,,240,3,[6.6822704000078375],1,,,1,"['fMRI', 'EEG', 'MEG']"
1.758386799992877,iowa_exp,600,0,72,3,12.243240600000718,0,12.64270189999661,48,4,10.48485380000784,,50,,240,3,"[11.017321799998172, 11.33414890000131, 11.575811600007, 11.859268600004725]",4,,,1,"['fMRI', 'EEG', 'MEG']"
0.799232999997912,iowa_exp,600,100,72,4,16.052652500002296,0,16.45251730000018,48,2,15.253419500004384,,100,,240,0,[15.560789099996327],1,,,1,"['fMRI', 'EEG', 'MEG']"
0.7080146999942372,iowa_exp,600,200,72,5,19.80450220000057,0,20.20398550000391,48,2,19.096487500006333,,100,,240,1,[],0,,,1,"['fMRI', 'EEG', 'MEG']"
0.6575174000026891,iowa_exp,600,300,72,6,23.463835300004575,0,23.86373260000255,48,2,22.806317900001886,,100,,240,0,[23.15533740000683],1,,,1,"['fMRI', 'EEG', 'MEG']"
1.5162474999960978,iowa_exp,600,400,72,7,27.998958099997253,0,28.398846800002502,48,2,26.482710600001155,,100,,240,2,"[27.098751199999242, 27.48289929999737, 27.74045310000656]",3,,,1,"['fMRI', 'EEG', 'MEG']"
1.9080687999958172,iowa_exp,600,500,72,8,32.95944829999644,0,33.35912449999887,48,2,31.05137950000062,,100,,240,0,[31.516960499997367],1,,,1,"['fMRI', 'EEG', 'MEG']"
0.5913334999931976,iowa_exp,600,-650,72,9,36.56947960000252,-1250,36.968909600007464,48,2,35.978146100009326,,100,,240,0,[36.2271427000087],1,,,1,"['fMRI', 'EEG', 'MEG']"
0.9325612999964505,iowa_exp,600,-600,72,10,40.7204888999986,0,41.12045040000521,48,4,39.78792760000215,,50,,240,2,[40.287059299997054],1,,,1,"['fMRI', 'EEG', 'MEG']"
1.3253664999938337,iowa_exp,600,-500,72,11,45.08977920000325,0,45.497182999999495,48,2,43.764412700009416,,100,,240,2,"[44.21362150000641, 44.46390220000467, 44.77302910000435]",3,,,1,"['fMRI', 'EEG', 'MEG']"
