frames_before_decks,init_mark,dur_win,deck_select,rt_select,frames_after_decks,n_moves,no,ID,win,dur_decks,onset_decks,offset_win,offset_decks,dur_measured_decks,loss,exp_type,t_moves,t_select,total,session,condition,onset_win
72,3,240,4,1.33353519999946,48,4,20,,50,600,78.0117695999943,,,,0,"['fMRI', 'EEG', 'MEG']","[77.84418619998905, 78.38592639999115, 78.61925249999331, 79.02797199999623]",79.34530479999376,250,3,iowa_exp,79.74450029998843
72,1,240,3,0.4907170000078622,48,1,21,,50,600,82.38021419999131,,,,-50,"['fMRI', 'EEG', 'MEG']",[82.420796099992],82.87093119999918,250,3,iowa_exp,83.27088549999462
72,2,240,3,0.5323922000097809,48,0,22,,50,600,85.99827439998626,,,,-50,"['fMRI', 'EEG', 'MEG']",[],86.53066659999604,250,3,iowa_exp,86.93064069999673
72,3,240,1,0.6664463999914005,48,1,23,,100,600,89.5579815999954,,,,-250,"['fMRI', 'EEG', 'MEG']",[89.77478579999297],90.2244279999868,100,3,iowa_exp,90.62373879998631
72,2,240,4,1.341109500004677,48,5,24,,50,600,93.33446809998713,,,,0,"['fMRI', 'EEG', 'MEG']","[92.38154999999097, 93.61789829999907, 93.95024769999145, 94.15867609999259, 94.40039769999566]",94.67557759999181,150,3,iowa_exp,95.07546719998936
72,1,240,4,1.0075734999991255,48,2,25,,50,600,97.71120689999952,,,,0,"['fMRI', 'EEG', 'MEG']","[98.17695079999976, 98.44371919998957]",98.71878039999865,200,3,iowa_exp,99.11872309999308
72,2,240,4,0.6834361000073841,48,1,26,,50,600,101.76265399999102,,,,0,"['fMRI', 'EEG', 'MEG']",[102.12010699999519],102.4460900999984,250,3,iowa_exp,102.84515689998807
72,1,240,4,1.0993854999978794,48,2,27,,50,600,105.48916529999406,,,,0,"['fMRI', 'EEG', 'MEG']","[106.02997229999164, 106.32181499998842]",106.58855079999194,300,3,iowa_exp,106.98843889999262
72,2,240,4,0.6074711999972351,48,1,28,,50,600,109.63247379999666,,,,0,"['fMRI', 'EEG', 'MEG']",[109.97324229999504],110.2399449999939,350,3,iowa_exp,110.63986449998629
72,1,240,4,0.8493045000068378,48,2,29,,50,600,113.30887289998645,,,,0,"['fMRI', 'EEG', 'MEG']","[113.62452479999047, 113.90056569999433]",114.15817739999329,400,3,iowa_exp,114.55805879998661
72,1,240,4,1.074354600001243,48,2,30,,50,600,117.20205539999006,,,,-250,"['fMRI', 'EEG', 'MEG']","[117.70991639999556, 117.95132509998803]",118.2764099999913,200,3,iowa_exp,118.67630449999706
72,1,240,4,0.849265100012417,48,2,31,,50,600,121.38705329998629,,,,0,"['fMRI', 'EEG', 'MEG']","[121.70282889998634, 121.98621469999489]",122.23631839999871,250,3,iowa_exp,122.6362100999977
72,3,240,4,1.4091534000035608,48,4,32,,50,600,125.28851719999511,,,,0,"['fMRI', 'EEG', 'MEG']","[125.56266479998885, 125.9377999999997, 126.18006819998845, 126.43791839999903]",126.69767059999867,300,3,iowa_exp,127.09628269998939
72,1,240,3,0.9327181999979075,48,1,33,,50,600,129.73191399998905,,,,0,"['fMRI', 'EEG', 'MEG']",[130.28109140000015],130.66463219998695,350,3,iowa_exp,131.06449419999262
72,2,240,4,0.7659130999963963,48,1,34,,50,600,133.6751426999981,,,,0,"['fMRI', 'EEG', 'MEG']",[134.12425539999094],134.4410557999945,400,3,iowa_exp,134.84097249999468
72,2,240,4,0.6824568000010913,48,1,35,,50,600,137.49336409999523,,,,0,"['fMRI', 'EEG', 'MEG']",[137.9006543999858],138.17582089999632,450,3,iowa_exp,138.57575299999735
72,2,240,4,0.6998713999928441,48,1,36,,50,600,141.23640409999643,,,,0,"['fMRI', 'EEG', 'MEG']",[141.63545989998966],141.93627549998928,500,3,iowa_exp,142.3355620999937
72,3,240,4,0.6325206000037724,48,0,37,,50,600,144.97954619998927,,,,0,"['fMRI', 'EEG', 'MEG']",[],145.61206679999304,550,3,iowa_exp,146.0120074999868
72,0,240,3,0.916027799990843,48,2,38,,50,600,148.66438319999725,,,,0,"['fMRI', 'EEG', 'MEG']","[149.06375089999347, 149.33014489999914]",149.5804109999881,600,3,iowa_exp,149.98017699999036
72,0,240,4,1.274390599995968,48,3,39,,50,600,152.6158687999996,,,,0,"['fMRI', 'EEG', 'MEG']","[153.0316582999949, 153.2984027999919, 153.61524049998843]",153.89025939999556,650,3,iowa_exp,154.29020689999743
72,1,240,3,0.5662871999957133,48,1,40,,50,600,156.94251449999865,,,,0,"['fMRI', 'EEG', 'MEG']",[157.15825839999889],157.50880169999436,700,3,iowa_exp,157.90831219998654
