win,frames_before_decks,dur_measured_decks,onset_win,deck_select,init_mark,t_moves,t_select,ID,onset_decks,dur_decks,loss,exp_type,total,session,frames_after_decks,no,condition,offset_decks,rt_select,offset_win,dur_win,n_moves
50,72,,41.168754700000136,4,3,[],40.76952329999949,,40.094700900001044,600,0,"['fMRI', 'EEG', 'MEG']",150,2,48,11,iowa_exp,,0.6748223999984475,,240,0
50,72,,44.778516300000774,4,3,[],44.378622899999755,,43.79602580000028,600,0,"['fMRI', 'EEG', 'MEG']",200,2,48,12,iowa_exp,,0.5825970999994752,,240,0
50,72,,48.55495710000105,4,3,[],48.15520219999962,,47.42241450000074,600,0,"['fMRI', 'EEG', 'MEG']",250,2,48,13,iowa_exp,,0.7327876999988803,,240,0
50,72,,52.489806900000985,3,2,[],52.08992849999959,,51.1906768000008,600,0,"['fMRI', 'EEG', 'MEG']",300,2,48,14,iowa_exp,,0.8992516999987856,,240,0
50,72,,56.86653260000094,4,0,"[55.5167562000006, 55.891568000000916, 56.16640890000053]",56.46662480000123,,55.13379950000126,600,0,"['fMRI', 'EEG', 'MEG']",350,2,48,15,iowa_exp,,1.3328252999999677,,240,3
50,72,,60.73472539999966,4,1,"[59.842946000000666, 60.077178400000776]",60.334758500001044,,59.46889300000112,600,0,"['fMRI', 'EEG', 'MEG']",400,2,48,16,iowa_exp,,0.8658654999999271,,240,2
50,72,,64.36114000000089,4,3,[],63.961135300000024,,63.37893740000072,600,0,"['fMRI', 'EEG', 'MEG']",450,2,48,17,iowa_exp,,0.5821978999993007,,240,0
50,72,,67.87084049999976,4,3,[],67.47204539999984,,66.98011270000097,600,0,"['fMRI', 'EEG', 'MEG']",500,2,48,18,iowa_exp,,0.4919326999988698,,240,0
50,72,,72.28089240000008,4,0,"[70.90572000000066, 71.13176310000017, 71.57248400000026]",71.88100889999987,,70.5232562000001,600,0,"['fMRI', 'EEG', 'MEG']",550,2,48,19,iowa_exp,,1.3577526999997644,,240,3
50,72,,76.41583510000055,4,0,"[75.29061680000086, 75.52407540000058, 75.74082079999971]",76.00846290000118,,74.89165090000097,600,0,"['fMRI', 'EEG', 'MEG']",600,2,48,20,iowa_exp,,1.116812000000209,,240,3
50,72,,80.03393200000028,4,3,[],79.63425839999945,,79.06823500000064,600,0,"['fMRI', 'EEG', 'MEG']",650,2,48,21,iowa_exp,,0.5660233999988122,,240,0
50,72,,83.80202260000078,4,2,[83.11121670000102],83.40207180000107,,82.6861874999995,600,0,"['fMRI', 'EEG', 'MEG']",700,2,48,22,iowa_exp,,0.7158843000015622,,240,1
50,72,,87.75359740000022,4,1,"[86.8379490999996, 87.07854469999984]",87.35361209999974,,86.44608160000098,600,0,"['fMRI', 'EEG', 'MEG']",750,2,48,23,iowa_exp,,0.9075304999987566,,240,2
50,72,,92.68884700000126,4,3,"[90.77168259999962, 91.23907340000005, 91.50532770000063, 91.95549100000062]",92.28890380000121,,90.39753740000015,600,0,"['fMRI', 'EEG', 'MEG']",800,2,48,24,iowa_exp,,1.8913664000010613,,240,4
50,72,,96.45700109999962,4,3,[],96.05707360000088,,95.3161371999995,600,0,"['fMRI', 'EEG', 'MEG']",850,2,48,25,iowa_exp,,0.7409364000013738,,240,0
50,72,,100.55026010000074,4,2,[99.60992869999973],100.14380569999958,,99.07597710000118,600,0,"['fMRI', 'EEG', 'MEG']",900,2,48,26,iowa_exp,,1.0678285999983927,,240,1
50,72,,104.56012480000027,4,1,"[103.64334530000087, 103.92681819999962]",104.16024230000039,,103.20261279999977,600,-250,"['fMRI', 'EEG', 'MEG']",700,2,48,27,iowa_exp,,0.9576295000006212,,240,2
50,72,,109.30362720000085,3,0,"[107.81998890000068, 108.49528660000033]",108.90369040000041,,107.25421009999991,600,-50,"['fMRI', 'EEG', 'MEG']",700,2,48,28,iowa_exp,,1.649480300000505,,240,2
50,72,,113.22189400000025,4,2,[112.37261220000073],112.82189520000065,,111.99765780000052,600,0,"['fMRI', 'EEG', 'MEG']",750,2,48,29,iowa_exp,,0.8242374000001291,,240,1
50,72,,117.74029900000096,4,0,"[116.29826239999966, 116.55015459999959, 117.07365109999955]",117.34031750000031,,115.8741657999999,600,0,"['fMRI', 'EEG', 'MEG']",800,2,48,30,iowa_exp,,1.4661517000004096,,240,3
50,72,,121.45839850000084,4,2,[120.78328800000054],121.05843900000036,,120.39257569999972,600,0,"['fMRI', 'EEG', 'MEG']",850,2,48,31,iowa_exp,,0.6658633000006375,,240,1
50,72,,125.13480449999952,4,2,[124.47654499999953],124.73607340000126,,124.07737500000076,600,0,"['fMRI', 'EEG', 'MEG']",900,2,48,32,iowa_exp,,0.6586984000005032,,240,1
50,72,,129.04469390000122,4,1,"[128.18621610000082, 128.42800830000124]",128.64630209999996,,127.7954948000006,600,0,"['fMRI', 'EEG', 'MEG']",950,2,48,33,iowa_exp,,0.8508072999993601,,240,2
50,72,,133.20466979999946,4,0,"[132.0877899999996, 132.32997460000115, 132.55460549999952]",132.80480030000035,,131.69707860000017,600,0,"['fMRI', 'EEG', 'MEG']",1000,2,48,34,iowa_exp,,1.1077217000001838,,240,3
50,72,,137.84813250000116,4,0,"[136.28149940000003, 136.6735449000007, 137.16471360000105]",137.44823580000048,,135.85702540000057,600,0,"['fMRI', 'EEG', 'MEG']",1050,2,48,35,iowa_exp,,1.591210399999909,,240,3
50,72,,142.09979320000093,4,1,"[140.77449569999953, 141.1997707999999]",141.69986629999948,,140.48384240000087,600,0,"['fMRI', 'EEG', 'MEG']",1100,2,48,36,iowa_exp,,1.2160238999986177,,240,2
50,72,,145.80953729999965,4,2,[145.08452080000097],145.40215830000125,,144.73551709999992,600,-250,"['fMRI', 'EEG', 'MEG']",900,2,48,37,iowa_exp,,0.6666412000013224,,240,1
50,72,,149.60270780000064,4,2,[148.89437120000002],149.20487230000072,,148.47867170000063,600,0,"['fMRI', 'EEG', 'MEG']",950,2,48,38,iowa_exp,,0.7262006000000838,,240,1
50,72,,153.6709881000006,4,0,"[152.62135500000113, 152.8459283000011, 153.05436569999983]",153.27102300000115,,152.23836380000103,600,0,"['fMRI', 'EEG', 'MEG']",1000,2,48,39,iowa_exp,,1.0326592000001256,,240,3
50,72,,157.63918750000084,4,1,"[156.73184949999995, 156.97253369999999]",157.2391991000004,,156.33992340000077,600,0,"['fMRI', 'EEG', 'MEG']",1050,2,48,40,iowa_exp,,0.8992756999996345,,240,2
