win,frames_before_decks,dur_measured_decks,onset_win,deck_select,init_mark,t_moves,t_select,ID,onset_decks,dur_decks,loss,exp_type,total,session,frames_after_decks,no,condition,offset_decks,rt_select,offset_win,dur_win,n_moves
50,72,,2.9704854000010528,4,1,"[1.8870098000006692, 2.2788280000004306]",2.5708684000001085,,0.9972467999996297,600,0,"['fMRI', 'EEG', 'MEG']",50,2,48,1,iowa_exp,,1.5736216000004788,,240,2
50,72,,6.588596499999767,4,3,[],6.188786500000788,,5.597935699999653,600,0,"['fMRI', 'EEG', 'MEG']",100,2,48,2,iowa_exp,,0.5908508000011352,,240,0
50,72,,10.089985599999636,4,3,[],9.690021300000808,,9.215954200000851,600,0,"['fMRI', 'EEG', 'MEG']",150,2,48,3,iowa_exp,,0.47406709999995655,,240,0
50,72,,13.557984700000816,4,3,[],13.158086999999796,,12.742318599999635,600,0,"['fMRI', 'EEG', 'MEG']",200,2,48,4,iowa_exp,,0.4157684000001609,,240,0
50,72,,17.592886100001124,4,1,"[16.701203700000406, 16.951173299999937]",17.192939500000648,,16.18528309999965,600,0,"['fMRI', 'EEG', 'MEG']",250,2,48,5,iowa_exp,,1.0076564000009967,,240,2
50,72,,21.77783360000103,4,1,"[20.83611960000053, 21.095105300000796]",21.377964299999803,,20.195270000000164,600,0,"['fMRI', 'EEG', 'MEG']",300,2,48,6,iowa_exp,,1.182694299999639,,240,2
50,72,,25.671013400000447,4,1,"[24.789675899999565, 25.01336380000066]",25.271090500000355,,24.380233199999566,600,-250,"['fMRI', 'EEG', 'MEG']",100,2,48,7,iowa_exp,,0.8908573000007891,,240,2
100,72,,29.697575600001073,1,2,"[28.739175700000487, 29.031406699999934]",29.298862999999983,,28.323439900001176,600,-250,"['fMRI', 'EEG', 'MEG']",-50,2,48,8,iowa_exp,,0.9754230999988067,,240,2
100,72,,33.38236350000079,2,0,[32.68325560000085],32.98248969999986,,32.38328560000082,600,0,"['fMRI', 'EEG', 'MEG']",50,2,48,9,iowa_exp,,0.5992040999990422,,240,1
50,72,,37.40061670000068,3,0,"[36.33380560000114, 36.58384889999979]",37.00067599999966,,35.993026199999804,600,0,"['fMRI', 'EEG', 'MEG']",100,2,48,10,iowa_exp,,1.0076497999998537,,240,2
