loss,exp_type,ID,frames_before_decks,t_moves,rt_select,total,t_select,onset_win,deck_select,win,condition,session,onset_decks,offset_decks,n_moves,dur_decks,dur_win,frames_after_decks,no,init_mark,offset_win,dur_measured_decks
0,"['fMRI', 'EEG', 'MEG']",,48,"[104.40477810000084, 104.70490419999987]",1.066107100001318,-300,105.09672020000107,105.69666809999944,1,100,iowa_exp,1,104.03061309999975,,2,600,240,72,23,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[108.52296980000028, 108.75639559999945]",1.0327121000009356,-200,109.13989310000034,109.73994210000092,1,100,iowa_exp,1,108.1071809999994,,2,600,240,72,24,2,,
-250,"['fMRI', 'EEG', 'MEG']",,48,"[112.75797520000015, 112.96638470000107]",1.1242339000000356,-350,113.27486560000034,113.87487370000053,1,100,iowa_exp,1,112.1506317000003,,2,600,240,72,25,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,[116.56784180000068],0.7576212999993004,-250,117.03465320000032,117.63468760000069,1,100,iowa_exp,1,116.27703190000102,,1,600,240,72,26,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,[120.3192753000003],0.6994891999984247,-150,120.75298789999943,121.35272280000027,1,100,iowa_exp,1,120.053498700001,,1,600,240,72,27,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[124.06232099999943, 124.30414340000061]",0.8326445999991847,-50,124.62094350000007,125.22092169999996,1,100,iowa_exp,1,123.78829890000088,,2,600,240,72,28,2,,
-250,"['fMRI', 'EEG', 'MEG']",,48,"[128.2307010000004, 128.50575800000115]",0.8166690999987622,-200,128.78174109999964,129.38923120000072,1,100,iowa_exp,1,127.96507200000087,,2,600,240,72,29,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[132.28223009999965, 132.5490886000007, 133.03247600000032]",1.732459699998799,-100,133.53273869999975,134.13274319999982,1,100,iowa_exp,1,131.80027900000096,,3,600,240,72,30,1,,
-250,"['fMRI', 'EEG', 'MEG']",,48,"[136.79326290000063, 137.04244860000108]",0.7909012000000075,-250,137.342531100001,137.9425212999995,1,100,iowa_exp,1,136.551629900001,,2,600,240,72,31,2,,
-250,"['fMRI', 'EEG', 'MEG']",,48,"[140.8605991000004, 141.16905790000055, 141.55252479999945]",1.508442999998806,-400,141.91153339999983,142.5109983000002,1,100,iowa_exp,1,140.40309040000102,,3,600,240,72,32,1,,
-250,"['fMRI', 'EEG', 'MEG']",,48,"[145.72164599999996, 146.02092190000076]",1.5412059999998746,-550,146.47948709999946,147.07944169999973,1,100,iowa_exp,1,144.93828109999959,,2,600,240,72,33,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[150.5143218000012, 150.80609630000072]",1.7247229000004154,-450,151.24798460000056,151.8479413999994,2,100,iowa_exp,1,149.52326170000015,,2,600,240,72,34,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[154.71588970000084, 154.99943510000048, 155.333685900001]",1.3743997999990825,-350,155.63294529999985,156.23299270000098,2,100,iowa_exp,1,154.25854550000076,,3,600,240,72,35,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[159.05935940000018, 159.31778769999983]",1.0160168999991583,-250,159.65124079999987,160.25119620000078,2,100,iowa_exp,1,158.6352239000007,,2,600,240,72,36,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[162.92822080000042, 163.6110934999997]",1.258613999998488,-150,163.93710529999953,164.5445383999995,2,100,iowa_exp,1,162.67849130000104,,2,600,240,72,37,3,,
-1250,"['fMRI', 'EEG', 'MEG']",,48,"[167.2717259000001, 167.52923680000094, 167.86360220000097]",1.1743970999996236,-1300,168.17125520000081,168.77120339999965,2,100,iowa_exp,1,166.9968581000012,,3,600,240,72,38,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,[172.28952539999955],2.2163536999996722,-1200,173.95681250000052,174.5567762999999,1,100,iowa_exp,1,171.74045880000085,,1,600,240,72,39,3,,
-250,"['fMRI', 'EEG', 'MEG']",,48,"[177.27471850000074, 177.63314790000004, 177.8508225000005, 178.1083362999998]",1.4910207000011724,-1350,178.49190570000064,179.0918961999996,1,100,iowa_exp,1,177.00088499999947,,4,600,240,72,40,0,,
