no,offset_win,total,dur_decks,session,win,onset_decks,deck_select,dur_win,t_moves,frames_before_decks,exp_type,condition,n_moves,rt_select,frames_after_decks,dur_measured_decks,loss,init_mark,ID,t_select,offset_decks,onset_win
1,,100,600,4,100,0.9995044999996026,2,240,[3.0727334000002884],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,2.298427800000354,72,,0,0,,3.2979322999999567,,3.8973774000005506
2,,100,600,4,50,6.374652499998774,3,240,[6.790392499999143],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.6576187000027858,72,,-50,1,,7.03227120000156,,7.632197700000688
3,,150,600,4,50,10.117818599999737,4,240,[10.433556200001476],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.5407691000000341,72,,0,2,,10.65858769999977,,11.258570800000598
4,,-1000,600,4,100,13.735878300001787,2,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,1.0909310999995796,72,,-1250,1,,14.826809400001366,,15.426848600000085
5,,-900,600,4,100,18.712708700000803,1,240,[19.17859170000156],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,2.0915337999977055,72,,0,3,,20.80424249999851,,21.404194200000347
6,,-850,600,4,50,23.856445800000074,4,240,[24.480729099999735],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.0243322999995144,72,,0,2,,24.88077809999959,,25.480824700000085
7,,-750,600,4,100,27.941347100000712,2,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,0.5491579999979876,72,,0,1,,28.4905050999987,,29.09055509999962
8,,-650,600,4,100,31.584471900001517,2,240,"[33.29247570000007, 33.53413359999831]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,2.1665053999968222,72,,0,3,,33.75097729999834,,34.350909000000684
9,,-600,600,4,50,36.87823909999861,4,240,"[37.46068979999836, 38.17762479999874, 39.17017340000166, 39.36977409999963]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,4,2.7170514999997977,72,,0,3,,39.59529059999841,,40.19485749999876
10,,-500,600,4,100,42.64710750000086,2,240,[43.07963519999976],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.6585027000000991,72,,0,0,,43.305610200000956,,43.912992000001395
11,,-450,600,4,50,46.3901818000013,4,240,[46.84858760000134],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.3245495999981358,72,,0,2,,47.71473139999944,,48.31470990000162
12,,-350,600,4,100,50.767156999998406,2,240,[51.157738699999754],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.6656822000004468,72,,0,0,,51.43283919999885,,52.03278760000103
13,,-350,600,4,50,54.51008070000171,3,240,"[55.06759869999951, 55.44277850000071, 55.642700200001855]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.3500489999969432,72,,-50,3,,55.86012969999865,,56.459534800000256
14,,-300,600,4,50,58.961810500000865,4,240,[59.787922499999695],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.0342286999984935,72,,0,2,,59.99603919999936,,60.59450790000119
15,,-200,600,4,100,63.08843440000055,2,240,[63.445801999998366],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.616359999999986,72,,0,0,,63.70479440000054,,64.30431129999852
16,,-100,600,4,100,66.78153910000037,2,240,"[68.70618140000079, 68.90648729999884]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,2.6510937999992166,72,,0,3,,69.43263289999959,,70.03151309999885
17,,-50,600,4,50,72.54205580000053,4,240,"[72.94146860000183, 73.12477629999921]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.7910107999996399,72,,0,1,,73.33306660000017,,73.93303200000082
18,,-50,600,4,50,76.4102982000004,3,240,[77.15132010000161],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,3.158434799999668,72,,-50,1,,79.56873300000007,,80.16882220000116
19,,50,600,4,100,82.6793491999997,2,240,[82.98681550000038],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.5825193999990006,72,,0,0,,83.2618685999987,,83.86191889999827
20,,100,600,4,50,86.34753849999834,4,240,"[86.68819749999966, 86.88919570000144]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.7499820000011823,72,,0,1,,87.09752049999952,,87.70510139999897
21,,150,600,4,50,90.15732019999996,3,240,[91.59850129999904],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.7163628000016615,72,,0,1,,91.87368300000162,,92.47361190000083
22,,250,600,4,100,94.92584429999988,2,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,1.2744821999986016,72,,0,1,,96.20032649999848,,96.80029130000185
23,,300,600,4,50,99.2358701000012,4,240,"[99.65164089999962, 99.93502660000013, 100.27779509999891]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.316974499997741,72,,0,0,,100.55284459999893,,101.16032239999913
24,,150,600,4,100,103.65446710000106,1,240,"[104.11176799999885, 104.34508310000092]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.9658111999997345,72,,-250,2,,104.62027830000079,,105.22023020000051
25,,250,600,4,100,107.69748310000068,2,240,"[108.10487270000158, 108.33016359999965]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.8660687000010512,72,,0,3,,108.56355180000173,,109.16343010000128
26,,300,600,4,50,111.60733510000136,4,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,0.5160412999975961,72,,0,3,,112.12337639999896,,112.72319179999977
27,,350,600,4,50,115.17536119999932,4,240,"[115.6994855999983, 115.98291249999966, 117.06672719999915, 118.00047890000133]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,4,3.0507899000003817,72,,0,3,,118.2261510999997,,118.82553130000088
28,,400,600,4,50,121.26938240000163,3,240,"[121.86030060000121, 122.92742219999855, 123.46929850000015, 123.91112509999948]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,4,3.70046419999926,72,,0,2,,124.96984660000089,,125.56983179999952
29,,450,600,4,50,128.06372479999845,4,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,1.341215700002067,72,,0,3,,129.40494050000052,,130.00490490000084
30,,550,600,4,100,132.46543780000138,2,240,[132.8229261000015],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.60049699999945,72,,0,0,,133.06593480000083,,133.6730150000003
31,,650,600,4,100,136.13353460000144,1,240,[137.12459110000054],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.241527700000006,72,,0,3,,137.37506230000145,,137.97466749999876
32,,700,600,4,50,140.43537210000068,4,240,"[140.7593424000006, 141.12611879999895, 141.32621859999927]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.0828080999999656,72,,0,0,,141.51818020000064,,142.1179751000018
33,,550,600,4,100,144.57015630000024,1,240,"[145.4700112999999, 146.72915719999946, 147.3120999999992, 148.9125873999983]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,4,4.7175234999995155,72,,-250,0,,149.28767979999975,,149.88764509999965
34,,600,600,4,50,152.39839349999966,4,240,"[152.73064000000159, 153.13917389999915, 154.00616040000023, 154.23955230000138]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,4,2.3330153999995673,72,,0,3,,154.73140889999922,,155.33148549999896
35,,650,600,4,50,157.8086809000015,4,240,"[158.18304920000082, 158.391253400001, 158.87530139999944]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.3411033999982465,72,,0,0,,159.14978429999974,,159.74989199999982
36,,700,600,4,50,162.25206830000025,4,240,[162.87633619999906],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.8925777000004018,72,,0,2,,163.14464600000065,,163.7430791000006
37,,500,600,4,50,166.26197970000067,4,240,"[166.8198837000018, 167.03661400000055]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.991019299999607,72,,-250,1,,167.25299900000027,,167.8529630999983
38,,550,600,4,50,170.37190790000022,4,240,"[170.7794114999997, 170.97193880000123, 171.1961310000006]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.0493552000007185,72,,0,0,,171.42126310000094,,172.02129929999865
39,,650,600,4,100,174.53188950000185,2,240,"[175.09766690000106, 175.53176090000125]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,1.2002074999982142,72,,0,3,,175.73209700000007,,176.3396399000012
40,,700,600,4,50,178.80026830000133,3,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,1.3994657000002917,72,,0,2,,180.19973400000163,,180.79967210000177
