no,offset_win,dur_decks,onset_decks,deck_select,total,dur_measured_decks,exp_type,rt_select,frames_after_decks,dur_win,session,init_mark,condition,frames_before_decks,t_moves,ID,offset_decks,n_moves,t_select,win,loss,onset_win
20,,600,85.75996490000398,4,400,,"['fMRI', 'EEG', 'MEG']",0.6748127000028035,48,240,4,3,iowa_exp,72,[],,,0,86.43477760000678,50,0,86.83409299999767
21,,600,89.47805119999975,4,450,,"['fMRI', 'EEG', 'MEG']",1.1577874000067823,48,240,4,1,iowa_exp,72,"[89.94388589999289, 90.3189904000028]",,,2,90.63583860000654,50,0,91.03576529999555
22,,600,93.70483400000376,4,500,,"['fMRI', 'EEG', 'MEG']",0.9075851999950828,48,240,4,3,iowa_exp,72,[],,,0,94.61241919999884,50,0,95.01230950000172
23,,600,97.63971210000454,4,300,,"['fMRI', 'EEG', 'MEG']",2.0080117999896174,48,240,4,0,iowa_exp,72,"[98.2721470999968, 98.68893010000465, 99.32389719999628]",,,3,99.64772389999416,50,-250,100.04759869999543
24,,600,102.72494030000234,4,350,,"['fMRI', 'EEG', 'MEG']",1.4841052999981912,48,240,4,0,iowa_exp,72,"[103.26579010000569, 103.58256389999588, 103.9076492000022]",,,3,104.20904560000054,50,0,104.60774789999414
25,,600,107.21846049999294,4,400,,"['fMRI', 'EEG', 'MEG']",1.8665954000025522,48,240,4,3,iowa_exp,72,"[107.57605859999603, 108.07608909999544, 108.41774499999883, 108.75123680000252]",,,4,109.0850558999955,50,0,109.48460680000426
26,,600,112.14526710000064,4,450,,"['fMRI', 'EEG', 'MEG']",1.7996610999980476,48,240,4,3,iowa_exp,72,"[112.45267070000409, 112.84445020000567, 113.22797629999695, 113.56176270000287]",,,4,113.94492819999869,50,0,114.34485369999311
27,,600,117.01387100000284,4,500,,"['fMRI', 'EEG', 'MEG']",1.449416100003873,48,240,4,0,iowa_exp,72,"[117.37118950000149, 117.78923290000239, 118.14747599999828]",,,3,118.46328710000671,50,0,118.8632615999959
28,,600,121.54057260000263,4,550,,"['fMRI', 'EEG', 'MEG']",1.3745194999937667,48,240,4,1,iowa_exp,72,"[122.07310330000473, 122.48211680000531]",,,2,122.9150920999964,50,0,123.31503840000369
29,,600,125.9589782999974,4,600,,"['fMRI', 'EEG', 'MEG']",1.3161575999984052,48,240,4,1,iowa_exp,72,"[126.45818000000145, 126.84997769999609]",,,2,127.2751358999958,50,0,127.67504109999572
30,,600,130.31071639999573,4,650,,"['fMRI', 'EEG', 'MEG']",1.1076067000103649,48,240,4,1,iowa_exp,72,"[130.66802240000106, 131.0682863999973]",,,2,131.4183231000061,50,0,131.81832619999477
31,,600,134.4873030000017,4,700,,"['fMRI', 'EEG', 'MEG']",2.1414997999963816,48,240,4,3,iowa_exp,72,"[134.82803400000557, 135.26155660000222, 135.58667340000102, 136.16195470000093]",,,4,136.62880279999808,50,0,137.02875640000275
32,,600,139.77266869999585,4,750,,"['fMRI', 'EEG', 'MEG']",0.7416680000023916,48,240,4,3,iowa_exp,72,[],,,0,140.51433669999824,50,0,140.9135207000072
33,,600,143.6325380000053,4,800,,"['fMRI', 'EEG', 'MEG']",1.5333378999930574,48,240,4,0,iowa_exp,72,"[144.14834749999864, 144.56559699999343, 144.907217999993]",,,3,145.16587589999835,50,0,145.5653147999983
34,,600,148.1926453000051,4,850,,"['fMRI', 'EEG', 'MEG']",0.7325323999975808,48,240,4,3,iowa_exp,72,[],,,0,148.92517770000268,50,0,149.3251350000064
35,,600,151.99411970000074,4,900,,"['fMRI', 'EEG', 'MEG']",1.441967000006116,48,240,4,1,iowa_exp,72,"[152.48551290000614, 153.03518360000453]",,,2,153.43608670000685,50,0,153.83522670000093
36,,600,156.62089439999545,4,950,,"['fMRI', 'EEG', 'MEG']",0.6158576000016183,48,240,4,3,iowa_exp,72,[],,,0,157.23675199999707,50,0,157.6367193000042
37,,600,160.3725276000041,4,1000,,"['fMRI', 'EEG', 'MEG']",1.0242846999899484,48,240,4,2,iowa_exp,72,[161.03013650000503],,,1,161.39681229999405,50,0,161.79664489999413
38,,600,164.4907344999956,4,1050,,"['fMRI', 'EEG', 'MEG']",1.4328278000029968,48,240,4,0,iowa_exp,72,"[164.8480286999984, 165.24865170000703, 165.60755179999978]",,,3,165.9235622999986,50,0,166.32343849999597
39,,600,169.0842074999964,4,1100,,"['fMRI', 'EEG', 'MEG']",0.6415791000035824,48,240,4,3,iowa_exp,72,[],,,0,169.7257866,50,0,170.1332487000036
40,,600,172.7856133000023,4,900,,"['fMRI', 'EEG', 'MEG']",0.6323382999980822,48,240,4,3,iowa_exp,72,[],,,0,173.41795160000038,50,-250,173.81805950000125
