frames_before_decks,init_mark,dur_win,deck_select,rt_select,frames_after_decks,n_moves,no,ID,win,dur_decks,onset_decks,offset_win,offset_decks,dur_measured_decks,loss,exp_type,t_moves,t_select,total,session,condition,onset_win
48,2,240,4,1.2909664000035264,72,1,1,,50,600,0.9979674000060186,,,,0,"['fMRI', 'EEG', 'MEG']",[1.9626142000051914],2.288933800009545,50,2,iowa_exp,2.8877310000098078
48,1,240,1,1.8421232999971835,72,3,2,,100,600,5.331701200004318,,,,0,"['fMRI', 'EEG', 'MEG']","[5.86406610000995, 6.239835300002596, 6.881164999998873]",7.173824500001501,150,2,iowa_exp,7.781317800006946
48,2,240,3,0.6158458999998402,72,0,3,,50,600,10.233549600001425,,,,-50,"['fMRI', 'EEG', 'MEG']",[],10.849395500001265,150,2,iowa_exp,11.44942990000709
48,1,240,4,0.8326352000003681,72,2,4,,50,600,13.909981500008143,,,,0,"['fMRI', 'EEG', 'MEG']","[14.19247140000516, 14.500814200000605]",14.742616700008512,200,2,iowa_exp,15.342555399998673
48,2,240,3,0.5241263999923831,72,0,5,,50,600,17.7948158000072,,,,0,"['fMRI', 'EEG', 'MEG']",[],18.318942199999583,250,2,iowa_exp,18.91899000000558
48,1,240,1,0.8658399999985704,72,3,6,,100,600,21.371307300010812,,,,-250,"['fMRI', 'EEG', 'MEG']","[21.436892700003227, 21.74529550000443, 21.987924100001692]",22.237147300009383,100,2,iowa_exp,22.837185500000487
48,2,240,1,1.799475399995572,72,6,7,,100,600,25.306223400009912,,,,0,"['fMRI', 'EEG', 'MEG']","[24.353055100000347, 25.746893900010036, 25.980339500005357, 26.313825000004726, 26.555565900009242, 26.78058370000508]",27.105698800005484,200,2,iowa_exp,27.705732800008263
48,2,240,1,1.157790199998999,72,2,8,,100,600,30.1246167000063,,,,0,"['fMRI', 'EEG', 'MEG']","[30.673830800005817, 31.03229420000571]",31.2824069000053,300,2,iowa_exp,31.88237950000621
48,1,240,4,0.9660651000012876,72,2,9,,50,600,34.3262526000035,,,,0,"['fMRI', 'EEG', 'MEG']","[34.736250000001746, 35.0255504000088]",35.29231770000479,350,2,iowa_exp,35.89227250000113
48,0,240,3,0.9168761000037193,72,2,10,,50,600,38.33618749999732,,,,-50,"['fMRI', 'EEG', 'MEG']","[38.67692130000796, 38.993727200009744]",39.25306360000104,350,2,iowa_exp,39.85211859999981
48,1,240,4,0.8658719000086421,72,2,11,,50,600,42.2794842000003,,,,0,"['fMRI', 'EEG', 'MEG']","[42.5867239000072, 42.878579700001865]",43.14535610000894,400,2,iowa_exp,43.745343200003845
48,3,240,4,0.4492726999887964,72,0,12,,50,600,46.155882600010955,,,,-250,"['fMRI', 'EEG', 'MEG']",[],46.60515529999975,200,2,iowa_exp,47.205020699999295
48,3,240,1,0.9744423000083771,72,1,13,,100,600,49.66560059999756,,,,-250,"['fMRI', 'EEG', 'MEG']",[49.93966509999882],50.64004290000594,50,2,iowa_exp,51.239940400002524
48,3,240,2,0.8660019999952056,72,2,14,,100,600,53.70047270000214,,,,0,"['fMRI', 'EEG', 'MEG']","[53.96625520000816, 54.27492500000517]",54.56647469999734,150,2,iowa_exp,55.16647609999927
