frames_before_decks,init_mark,dur_win,deck_select,rt_select,frames_after_decks,n_moves,no,ID,win,dur_decks,onset_decks,offset_win,offset_decks,dur_measured_decks,loss,exp_type,t_moves,t_select,total,session,condition,onset_win
48,3,240,2,0.8910916000022553,72,2,15,,100,600,57.64366270000755,,,,0,"['fMRI', 'EEG', 'MEG']","[57.98463740000443, 58.28461640000751]",58.53475430000981,250,2,iowa_exp,59.13467230000242
48,2,240,2,1.1328068000002531,72,3,16,,100,600,61.56188780000957,,,,-1250,"['fMRI', 'EEG', 'MEG']","[61.836808899999596, 62.16951859999972, 62.428901300008874]",62.694694600009825,-900,2,iowa_exp,63.29463350000151
48,3,240,4,0.8743403000116814,72,0,17,,50,600,65.85522589999891,,,,0,"['fMRI', 'EEG', 'MEG']",[],66.7295662000106,-850,2,iowa_exp,67.3295766000083
48,2,240,1,0.9075519000034546,72,2,18,,100,600,69.74846719999914,,,,0,"['fMRI', 'EEG', 'MEG']","[70.03914629999781, 70.35595510000712]",70.6560191000026,-750,2,iowa_exp,71.25603210000554
48,0,240,1,0.7158896000037203,72,0,19,,100,600,73.70833839999977,,,,0,"['fMRI', 'EEG', 'MEG']",[],74.4242280000035,-650,2,iowa_exp,75.02419240000017
48,3,240,1,0.7575134999933653,72,1,20,,100,600,77.45145210000919,,,,0,"['fMRI', 'EEG', 'MEG']",[77.8347555000073],78.20896560000256,-550,2,iowa_exp,78.80900239999755
48,0,240,1,0.6913195999950403,72,0,21,,100,600,81.26956120000978,,,,-250,"['fMRI', 'EEG', 'MEG']",[],81.96088080000482,-700,2,iowa_exp,82.56046439999773
48,0,240,2,0.5916706999996677,72,1,22,,100,600,85.0794320999994,,,,0,"['fMRI', 'EEG', 'MEG']",[85.38681150000775],85.67110279999906,-600,2,iowa_exp,86.27856849999807
48,0,240,2,0.6575472999975318,72,1,23,,100,600,88.7225080000062,,,,0,"['fMRI', 'EEG', 'MEG']",[89.07157230000303],89.38005530000373,-500,2,iowa_exp,89.97999910000362
48,3,240,3,1.1661212000035448,72,3,24,,50,600,92.43224039999768,,,,0,"['fMRI', 'EEG', 'MEG']","[92.7239086000045, 93.04816200000641, 93.30648710000969]",93.59836160000123,-450,2,iowa_exp,94.19832260000112
48,0,240,3,0.8243055999919306,72,2,25,,50,600,96.61722340001143,,,,-50,"['fMRI', 'EEG', 'MEG']","[96.94213510000554, 97.20875679999881]",97.44152900000336,-450,2,iowa_exp,98.04150410000875
48,3,240,1,0.9242946000013035,72,1,26,,100,600,100.51872200000798,,,,0,"['fMRI', 'EEG', 'MEG']",[100.81789099999878],101.44301660000929,-350,2,iowa_exp,102.0430544999981
48,1,240,4,0.9004219999915222,72,2,27,,50,600,104.54529150000599,,,,0,"['fMRI', 'EEG', 'MEG']","[104.84484770000563, 105.1527361000044]",105.44571349999751,-300,2,iowa_exp,106.04462210000202
48,2,240,4,0.8251596000045538,72,1,28,,50,600,108.52189540000109,,,,0,"['fMRI', 'EEG', 'MEG']",[109.01361330000509],109.34705500000564,-250,2,iowa_exp,109.95447370001057
48,2,240,1,0.9992808999959379,72,2,29,,100,600,112.390086600004,,,,-250,"['fMRI', 'EEG', 'MEG']","[112.75582710000162, 113.04765150000458]",113.38936749999993,-400,2,iowa_exp,113.98938540001109
48,0,240,4,1.0325982000067597,72,3,30,,50,600,116.49178799999936,,,,0,"['fMRI', 'EEG', 'MEG']","[116.65732930001104, 116.93242189999728, 117.23314209999808]",117.52438620000612,-350,2,iowa_exp,118.12434989999747
48,2,240,3,0.7492335999995703,72,0,31,,50,600,120.62662120000459,,,,0,"['fMRI', 'EEG', 'MEG']",[],121.37585480000416,-300,2,iowa_exp,121.97584050000296
48,0,240,4,0.9413876999897184,72,3,32,,50,600,124.39466220000759,,,,0,"['fMRI', 'EEG', 'MEG']","[124.42687880000449, 124.72710730000108, 125.03564300001017]",125.3360498999973,-250,2,iowa_exp,125.93570850000833
48,0,240,4,1.4162180999992415,72,3,33,,50,600,128.3879319000116,,,,0,"['fMRI', 'EEG', 'MEG']","[128.74535170001036, 129.2205127000052, 129.48737149999943]",129.80415000001085,-200,2,iowa_exp,130.4041092999978
48,3,240,1,0.6827501000079792,72,1,34,,100,600,132.8480114999984,,,,-250,"['fMRI', 'EEG', 'MEG']",[133.14707170000474],133.53076160000637,-350,2,iowa_exp,134.13054740001098
48,3,240,3,1.641231699992204,72,3,35,,50,600,136.5995222000056,,,,-50,"['fMRI', 'EEG', 'MEG']","[136.90680370001064, 137.27419300000474, 137.55808260000776]",138.2407538999978,-350,2,iowa_exp,138.84077510000498
48,1,240,4,0.6158317999943392,72,2,36,,50,600,141.28464480000548,,,,0,"['fMRI', 'EEG', 'MEG']","[141.25878060000832, 141.56752979999874]",141.90047659999982,-300,2,iowa_exp,142.50053400000616
48,2,240,4,0.6991768000007141,72,1,37,,50,600,145.00273970000853,,,,0,"['fMRI', 'EEG', 'MEG']",[145.44363290000183],145.70191650000925,-250,2,iowa_exp,146.3019717999996
48,0,240,4,1.0743671000091126,72,3,38,,50,600,148.7542442999984,,,,0,"['fMRI', 'EEG', 'MEG']","[149.0949696000025, 149.3450359999988, 149.57849420000275]",149.8286114000075,-200,2,iowa_exp,150.4286126000079
48,1,240,4,0.765792699996382,72,2,39,,50,600,152.8725495000108,,,,-250,"['fMRI', 'EEG', 'MEG']","[153.12207900000794, 153.3799657000054]",153.63834220000717,-400,2,iowa_exp,154.2384241000109
48,0,240,4,1.5994758000015281,72,3,40,,50,600,156.79081930000393,,,,0,"['fMRI', 'EEG', 'MEG']","[157.00811460000114, 157.26621200000227, 158.14960129999963]",158.39029510000546,-350,2,iowa_exp,158.9902560000046
