onset_decks,condition,t_select,frames_before_decks,dur_win,ID,deck_select,total,t_moves,dur_decks,onset_win,win,exp_type,rt_select,dur_measured_decks,init_mark,frames_after_decks,no,offset_decks,n_moves,offset_win,loss,session
0.9979272999917157,iowa_exp,3.655354799993802,48,240,,1,-150,[2.5382371000014246],600,4.255388799996581,100,"['fMRI', 'EEG', 'MEG']",2.657427500002086,,3,72,1,,1,,-250,1
6.6827256999968085,iowa_exp,7.548577299996396,48,240,,2,-50,[7.206777400002466],600,8.148565800001961,100,"['fMRI', 'EEG', 'MEG']",0.865851599999587,,0,72,2,,1,,0,1
10.550778000004357,iowa_exp,11.55844700000307,48,240,,3,0,"[10.892349400004605, 11.308319100004155]",600,12.158446400004323,50,"['fMRI', 'EEG', 'MEG']",1.0076689999987138,,0,72,3,,2,,0,1
14.560702200004016,iowa_exp,16.31134590000147,48,240,,4,50,"[14.902305700001307, 15.493314799998188, 15.893485499997041]",600,16.918635699999868,50,"['fMRI', 'EEG', 'MEG']",1.750643699997454,,0,72,4,,3,,0,1
19.34589440000127,iowa_exp,20.82871289999457,48,240,,4,100,"[19.69542979999096, 20.170162499998696, 20.503618799994]",600,21.428718199997093,50,"['fMRI', 'EEG', 'MEG']",1.4828184999933,,0,72,5,,3,,0,1
23.84773559999303,iowa_exp,24.931279800002812,48,240,,4,-100,[24.48845619999338],600,25.538693599999533,50,"['fMRI', 'EEG', 'MEG']",1.0835442000097828,,2,72,6,,1,,-250,1
27.99924699999974,iowa_exp,30.040602299995953,48,240,,4,-50,"[28.515078500000527, 29.03190819999145, 29.415348700000322, 29.732295499998145]",600,30.640644500002963,50,"['fMRI', 'EEG', 'MEG']",2.041355299996212,,3,72,7,,4,,0,1
33.10121059999801,iowa_exp,33.94220170000335,48,240,,4,0,[33.600727600001846],600,34.542156800001976,50,"['fMRI', 'EEG', 'MEG']",0.8409911000053398,,2,72,8,,1,,0,1
36.95276649999141,iowa_exp,38.218926100002136,48,240,,4,50,"[37.51856860000407, 37.89381389999471]",600,38.81883459999517,50,"['fMRI', 'EEG', 'MEG']",1.2661596000107238,,1,72,9,,2,,0,1
41.221050499996636,iowa_exp,42.937315000002855,48,240,,4,100,"[41.56182629999239, 42.01200319999771, 42.437194300000556]",600,43.53733569999167,50,"['fMRI', 'EEG', 'MEG']",1.7162645000062184,,0,72,10,,3,,0,1
