win,offset_decks,offset_win,session,dur_measured_decks,t_moves,dur_win,no,onset_decks,exp_type,onset_win,total,t_select,init_mark,deck_select,loss,dur_decks,n_moves,condition,frames_before_decks,frames_after_decks,rt_select,ID
50,,,3,,"[55.02418989999933, 55.29927309999948, 55.4910820999994, 55.6836428000006]",240,15,54.61670950000007,"['fMRI', 'EEG', 'MEG']",56.50783240000055,400,55.907848799999556,2,3,-50,600,4,iowa_exp,48,72,1.291139299999486,
50,,,3,,"[59.344342599999436, 59.5676409000007, 59.76068169999962]",240,16,58.926809099999446,"['fMRI', 'EEG', 'MEG']",60.559429299999465,400,59.95191329999943,3,3,-50,600,3,iowa_exp,48,72,1.025104199999987,
50,,,3,,"[63.38580709999951, 63.58587090000037]",240,17,63.036668999999165,"['fMRI', 'EEG', 'MEG']",64.37760779999917,400,63.77764460000071,0,3,-50,600,2,iowa_exp,48,72,0.7409756000015477,
50,,,3,,[67.32913740000004],240,18,66.81324499999937,"['fMRI', 'EEG', 'MEG']",68.24578909999946,450,67.6457616000007,1,3,0,600,1,iowa_exp,48,72,0.8325166000013269,
50,,,3,,[71.05561250000028],240,19,70.68130539999947,"['fMRI', 'EEG', 'MEG']",72.00553199999922,450,71.40563189999921,1,3,-50,600,1,iowa_exp,48,72,0.7243264999997336,
50,,,3,,[],240,20,74.45801980000033,"['fMRI', 'EEG', 'MEG']",75.54857939999965,450,74.94114749999972,2,3,-50,600,0,iowa_exp,48,72,0.4831276999993861,
50,,,3,,[],240,21,78.00085089999993,"['fMRI', 'EEG', 'MEG']",79.06664959999944,500,78.46667239999988,2,3,0,600,0,iowa_exp,48,72,0.46582149999994726,
50,,,3,,[],240,22,81.51889959999971,"['fMRI', 'EEG', 'MEG']",82.51797559999977,550,81.91804109999975,2,3,0,600,0,iowa_exp,48,72,0.39914150000004156,
50,,,3,,[],240,23,84.93689180000001,"['fMRI', 'EEG', 'MEG']",85.90262489999986,550,85.30249069999991,2,3,-50,600,0,iowa_exp,48,72,0.36559889999989537,
50,,,3,,"[88.83728069999961, 89.0541415000007, 89.26254429999972]",240,24,88.34663499999988,"['fMRI', 'EEG', 'MEG']",90.08756680000079,600,89.48759229999996,3,3,0,600,3,iowa_exp,48,72,1.1409573000000819,
50,,,3,,[92.8556692000002],240,25,92.50655320000078,"['fMRI', 'EEG', 'MEG']",93.71400700000049,600,93.11397100000067,1,3,-50,600,1,iowa_exp,48,72,0.6074177999998938,
50,,,3,,"[96.47377360000064, 96.6820931000002]",240,26,96.1495732000003,"['fMRI', 'EEG', 'MEG']",97.49880180000036,650,96.8987601000008,0,3,0,600,2,iowa_exp,48,72,0.7491869000004954,
50,,,3,,[],240,27,99.90944859999945,"['fMRI', 'EEG', 'MEG']",100.90017210000042,650,100.30010319999928,2,3,-50,600,0,iowa_exp,48,72,0.3906545999998343,
50,,,3,,"[103.68481679999968, 103.90149390000079]",240,28,103.31895369999984,"['fMRI', 'EEG', 'MEG']",104.7433060000003,700,104.14327849999972,0,3,0,600,2,iowa_exp,48,72,0.8243247999998857,
50,,,3,,[],240,29,107.17052650000005,"['fMRI', 'EEG', 'MEG']",108.18630440000015,700,107.58681710000019,2,3,-50,600,0,iowa_exp,48,72,0.4162906000001385,
50,,,3,,[],240,30,110.61361679999936,"['fMRI', 'EEG', 'MEG']",111.66265340000064,700,111.06266409999989,2,3,-50,600,0,iowa_exp,48,72,0.4490473000005295,
50,,,3,,"[114.44821899999988, 114.67236749999938]",240,31,114.08985179999945,"['fMRI', 'EEG', 'MEG']",115.53916609999942,750,114.9391969999997,0,3,0,600,2,iowa_exp,48,72,0.8493452000002435,
50,,,3,,[118.38217620000069],240,32,117.96645510000053,"['fMRI', 'EEG', 'MEG']",119.2489327000003,750,118.64896389999922,1,3,-50,600,1,iowa_exp,48,72,0.6825087999986863,
50,,,3,,[],240,33,121.70949549999932,"['fMRI', 'EEG', 'MEG']",122.75036580000051,800,122.15099750000081,2,3,0,600,0,iowa_exp,48,72,0.441502000001492,
50,,,3,,"[126.43519980000019, 126.64369860000079]",240,34,126.09471479999957,"['fMRI', 'EEG', 'MEG']",127.44376519999969,800,126.83685390000028,0,3,-50,600,2,iowa_exp,48,72,0.7421391000007134,
50,,,3,,[131.20482079999965],240,35,130.92982569999913,"['fMRI', 'EEG', 'MEG']",132.07057279999935,850,131.4708828999992,1,3,0,600,1,iowa_exp,48,72,0.5410572000000684,
50,,,3,,[],240,36,136.2151647999999,"['fMRI', 'EEG', 'MEG']",137.33093990000089,850,136.73111900000004,2,3,-50,600,0,iowa_exp,48,72,0.5159542000001238,
50,,,3,,[],240,37,141.18372540000018,"['fMRI', 'EEG', 'MEG']",142.25798919999943,900,141.6579471999994,2,3,0,600,0,iowa_exp,48,72,0.47422179999921354,
50,,,3,,[145.16762589999962],240,38,144.76851250000072,"['fMRI', 'EEG', 'MEG']",146.03436859999965,950,145.43436210000073,1,3,0,600,1,iowa_exp,48,72,0.6658496000000014,
50,,,3,,[149.20253149999917],240,39,148.6784993000001,"['fMRI', 'EEG', 'MEG']",150.19434050000018,950,149.5943387999996,1,3,-50,600,1,iowa_exp,48,72,0.9158394999994925,
50,,,3,,"[153.0540387000001, 153.2799333999992]",240,40,152.72155790000033,"['fMRI', 'EEG', 'MEG']",154.07084700000087,1000,153.4708673999994,0,3,0,600,2,iowa_exp,48,72,0.7493094999990717,
