onset_decks,condition,t_select,frames_before_decks,dur_win,ID,deck_select,total,t_moves,dur_decks,onset_win,win,exp_type,rt_select,dur_measured_decks,init_mark,frames_after_decks,no,offset_decks,n_moves,offset_win,loss,session
113.4823505999957,iowa_exp,114.67397030000575,48,240,,4,250,"[113.98984300000302, 114.43283400000655]",600,115.27341670000169,50,"['fMRI', 'EEG', 'MEG']",1.191619700010051,,1,72,26,,2,,0,3
117.68405799999891,iowa_exp,118.61661739999545,48,240,,4,300,[118.26014709999436],600,119.21664119999332,50,"['fMRI', 'EEG', 'MEG']",0.9325593999965349,,2,72,27,,1,,0,3
121.6772559999954,iowa_exp,122.71904840000207,48,240,,4,350,"[122.00970559999405, 122.3931212000025]",600,123.32658110000193,50,"['fMRI', 'EEG', 'MEG']",1.0417924000066705,,1,72,28,,2,,0,3
125.77883110000403,iowa_exp,127.0866318000044,48,240,,4,400,"[126.10291600000346, 126.46216850000201, 126.80305800000497]",600,127.6865739000059,50,"['fMRI', 'EEG', 'MEG']",1.3078007000003709,,0,72,29,,3,,0,3
130.13053450000007,iowa_exp,131.94732289999956,48,240,,4,450,"[130.5638326000044, 131.1547722999967, 131.57168019999517]",600,132.54682430000685,50,"['fMRI', 'EEG', 'MEG']",1.8167883999994956,,0,72,30,,3,,0,3
134.97408590000123,iowa_exp,135.7658192999952,48,240,,4,500,[135.46484679999412],600,136.37331979999726,50,"['fMRI', 'EEG', 'MEG']",0.7917333999939729,,2,72,31,,1,,0,3
138.8005950999941,iowa_exp,139.44140559999505,48,240,,4,300,[],600,140.0414075000008,50,"['fMRI', 'EEG', 'MEG']",0.6408105000009527,,3,72,32,,0,,-250,3
142.57706880000478,iowa_exp,143.15117880000616,48,240,,4,350,[],600,143.75119320000522,50,"['fMRI', 'EEG', 'MEG']",0.574110000001383,,3,72,33,,0,,0,3
146.20348700000613,iowa_exp,147.62872480000078,48,240,,4,400,"[146.88708499999484, 147.36122589999286]",600,148.2363117000059,50,"['fMRI', 'EEG', 'MEG']",1.4252377999946475,,1,72,34,,2,,0,3
150.7052049000049,iowa_exp,151.54615609999746,48,240,,4,450,[151.22092579999298],600,152.14613360000658,50,"['fMRI', 'EEG', 'MEG']",0.8409511999925599,,2,72,35,,1,,0,3
154.5816863999935,iowa_exp,156.4664330999949,48,240,,4,500,"[155.10585930000525, 155.4893549999979, 155.96500050000031]",600,157.06473410000035,50,"['fMRI', 'EEG', 'MEG']",1.8847467000014149,,0,72,36,,3,,0,3
159.5002558999986,iowa_exp,160.19954689999577,48,240,,4,550,[159.80871670000488],600,160.79951539999456,50,"['fMRI', 'EEG', 'MEG']",0.6992909999971744,,2,72,37,,1,,0,3
163.21844939999573,iowa_exp,164.3095128999994,48,240,,4,600,"[163.58415480000258, 163.9843652999989]",600,164.90943590000097,50,"['fMRI', 'EEG', 'MEG']",1.0910635000036564,,1,72,38,,2,,0,3
167.33670430000348,iowa_exp,168.5777364999958,48,240,,4,650,"[167.88696420000633, 168.31098169999314]",600,169.17779149999842,50,"['fMRI', 'EEG', 'MEG']",1.2410321999923326,,1,72,39,,2,,0,3
171.6467585000064,iowa_exp,172.38761109999905,48,240,,4,700,[],600,172.98760769999353,50,"['fMRI', 'EEG', 'MEG']",0.7408525999926496,,3,72,40,,0,,0,3
