onset_decks,condition,t_select,frames_before_decks,dur_win,ID,deck_select,total,t_moves,dur_decks,onset_win,win,exp_type,rt_select,dur_measured_decks,init_mark,frames_after_decks,no,offset_decks,n_moves,offset_win,loss,session
0.9982286000013119,iowa_exp,4.613795500001288,48,240,,2,100,[4.088835400005337],600,5.213891399995191,100,"['fMRI', 'EEG', 'MEG']",3.615566899999976,,0,72,1,,1,,0,3
7.666130300000077,iowa_exp,9.3324530999962,48,240,,2,200,"[8.298672100005206, 8.690652000004775]",600,9.932380099999136,100,"['fMRI', 'EEG', 'MEG']",1.6663227999961236,,3,72,2,,2,,0,3
12.384660700001405,iowa_exp,14.15964189999795,48,240,,2,300,"[12.89209110000229, 13.350636999995913, 13.775894899998093]",600,14.75927789999696,100,"['fMRI', 'EEG', 'MEG']",1.774981199996546,,2,72,3,,3,,0,3
17.194827300001634,iowa_exp,19.661399400007213,48,240,,2,400,"[17.668950399995083, 18.077576700001373]",600,20.261414399996283,100,"['fMRI', 'EEG', 'MEG']",2.4665721000055782,,3,72,4,,2,,0,3
22.722025800001575,iowa_exp,23.662950099998852,48,240,,4,450,"[23.02103449999413, 23.39614630000142]",600,24.262977100006538,50,"['fMRI', 'EEG', 'MEG']",0.9409242999972776,,1,72,5,,2,,0,3
26.698623899996164,iowa_exp,27.27268229999754,48,240,,4,500,[],600,27.87270449999778,50,"['fMRI', 'EEG', 'MEG']",0.5740584000013769,,3,72,6,,0,,0,3
30.308327899998403,iowa_exp,31.159553999998025,48,240,,4,550,[30.807728500003577],600,31.75757600000361,50,"['fMRI', 'EEG', 'MEG']",0.8512260999996215,,2,72,7,,1,,0,3
34.17648449999979,iowa_exp,35.11740889999783,48,240,,4,600,[34.750656499993056],600,35.71742620000441,50,"['fMRI', 'EEG', 'MEG']",0.940924399998039,,2,72,8,,1,,0,3
38.16970319999382,iowa_exp,39.46911750000436,48,240,,4,650,"[38.77715840000019, 39.17739739999524]",600,40.06912499999453,50,"['fMRI', 'EEG', 'MEG']",1.2994143000105396,,1,72,9,,2,,0,3
42.49640299999737,iowa_exp,43.42901900000288,48,240,,4,700,[43.07115109999722],600,44.02900650000083,50,"['fMRI', 'EEG', 'MEG']",0.9326160000055097,,2,72,10,,1,,0,3
46.439556600002106,iowa_exp,47.84735619999992,48,240,,4,750,"[46.855312700005015, 47.23053169999912, 47.556544699997175]",600,48.44736710000143,50,"['fMRI', 'EEG', 'MEG']",1.4077995999978157,,0,72,11,,3,,0,3
50.899635699999635,iowa_exp,52.02635400000145,48,240,,4,800,"[51.33210759999929, 51.7581566000008]",600,52.624051599996164,50,"['fMRI', 'EEG', 'MEG']",1.1267183000018122,,1,72,12,,2,,0,3
55.06795159999456,iowa_exp,56.50082719999773,48,240,,2,-350,[],600,57.10078940000676,100,"['fMRI', 'EEG', 'MEG']",1.4328756000031717,,1,72,13,,0,,-1250,3
59.82816059999459,iowa_exp,63.34507769999618,48,240,,2,-250,"[60.89408810000168, 61.24503439999535]",600,63.94510929999524,100,"['fMRI', 'EEG', 'MEG']",3.516917100001592,,3,72,14,,2,,0,3
66.3807123000006,iowa_exp,67.3466436000017,48,240,,2,-150,[66.87984369999322],600,67.94666990000405,100,"['fMRI', 'EEG', 'MEG']",0.9659313000011025,,0,72,15,,1,,0,3
70.39894970000023,iowa_exp,70.98979570000665,48,240,,2,-50,[],600,71.58976610000536,100,"['fMRI', 'EEG', 'MEG']",0.5908460000064224,,1,72,16,,0,,0,3
74.00864519999595,iowa_exp,75.9666728000011,48,240,,1,50,[],600,76.56667600000219,100,"['fMRI', 'EEG', 'MEG']",1.9580276000051526,,0,72,17,,0,,0,3
78.99397939999471,iowa_exp,80.88535719999345,48,240,,4,100,"[79.2929984999937, 79.94320860000153, 80.2682816000015, 80.6024150000012]",600,81.48526709999715,50,"['fMRI', 'EEG', 'MEG']",1.891377799998736,,3,72,18,,4,,0,3
83.92079780000495,iowa_exp,86.09557059999497,48,240,,4,150,"[84.40332739999576, 84.89519019999716, 85.50460000000021]",600,86.69563329999801,50,"['fMRI', 'EEG', 'MEG']",2.1747727999900235,,0,72,19,,3,,0,3
89.16453059999913,iowa_exp,90.43111150000186,48,240,,4,200,"[89.68059449999419, 90.09720509999897]",600,91.030651699999,50,"['fMRI', 'EEG', 'MEG']",1.2665809000027366,,1,72,20,,2,,0,3
93.71629369999573,iowa_exp,94.85742869999376,48,240,,4,0,[94.38220579999324],600,95.45739480000339,50,"['fMRI', 'EEG', 'MEG']",1.1411349999980303,,2,72,21,,1,,-250,3
97.86797770000703,iowa_exp,98.58379299999797,48,240,,4,50,[],600,99.18382380000548,50,"['fMRI', 'EEG', 'MEG']",0.7158152999909362,,3,72,22,,0,,0,3
101.6277376999933,iowa_exp,103.15229559999716,48,240,,4,100,"[102.17687809999916, 102.55205990000104, 102.85214499999711]",600,103.75227440000162,50,"['fMRI', 'EEG', 'MEG']",1.524557900003856,,0,72,23,,3,,0,3
106.17949999999837,iowa_exp,106.83704879999277,48,240,,4,150,[],600,107.4370568000013,50,"['fMRI', 'EEG', 'MEG']",0.6575487999944016,,3,72,24,,0,,0,3
109.88102149999759,iowa_exp,110.43851530000393,48,240,,4,200,[],600,111.03846239999984,50,"['fMRI', 'EEG', 'MEG']",0.5574938000063412,,3,72,25,,0,,0,3
