rt_select,condition,dur_decks,total,frames_before_decks,no,t_select,loss,onset_win,frames_after_decks,deck_select,onset_decks,offset_win,win,offset_decks,dur_win,init_mark,t_moves,n_moves,ID,dur_measured_decks,session,exp_type
0.6729266000038479,iowa_exp,600,100,72,1,1.6716313000069931,0,2.0715877000038745,48,2,0.9987047000031453,,100,,240,1,[],0,,,2,"['fMRI', 'EEG', 'MEG']"
0.7491416999982903,iowa_exp,600,200,72,2,5.50642190000508,0,5.906320900001447,48,2,4.7572802000067895,,100,,240,0,[5.21566659999371],1,,,2,"['fMRI', 'EEG', 'MEG']"
0.6075228999980027,iowa_exp,600,300,72,3,9.124513899994781,0,9.524386699995375,48,2,8.516990999996779,,100,,240,1,[],0,,,2,"['fMRI', 'EEG', 'MEG']"
0.9580184999940684,iowa_exp,600,400,72,4,13.084713599993847,0,13.484290299995337,48,2,12.126695099999779,,100,,240,3,"[12.543205699999817, 12.809256299995468]",2,,,2,"['fMRI', 'EEG', 'MEG']"
1.1915193000022555,iowa_exp,600,-750,72,5,17.33644749999803,-1250,17.735925800006953,48,2,16.144928199995775,,100,,240,2,"[16.602466600001208, 16.81079430000682, 17.052689599993755]",3,,,2,"['fMRI', 'EEG', 'MEG']"
0.8157932999893092,iowa_exp,600,-650,72,6,21.42087289999472,0,21.82087440000032,48,2,20.60507960000541,,100,,240,1,[],0,,,2,"['fMRI', 'EEG', 'MEG']"
1.1410119999927701,iowa_exp,600,-550,72,7,25.589166799996747,0,25.989178599993465,48,2,24.448154800003977,,100,,240,2,"[24.75686829999904, 24.99725909999688, 25.314085100006196]",3,,,2,"['fMRI', 'EEG', 'MEG']"
0.8408657000109088,iowa_exp,600,-450,72,8,29.48243220000586,0,29.88238700000511,48,2,28.64156649999495,,100,,240,3,"[28.910308599995915, 29.174016100005247]",2,,,2,"['fMRI', 'EEG', 'MEG']"
1.8172306000051321,iowa_exp,600,-350,72,9,34.32688540000527,0,34.73423830000684,48,2,32.509654800000135,,100,,240,1,"[32.80869469999743, 33.30065239999385, 33.70193229999859, 34.026659299997846]",4,,,2,"['fMRI', 'EEG', 'MEG']"
0.6574880999978632,iowa_exp,600,-250,72,10,38.06910649999918,0,38.46901250000519,48,2,37.411618400001316,,100,,240,0,[37.728276599998935],1,,,2,"['fMRI', 'EEG', 'MEG']"
0.5824256999912905,iowa_exp,600,-1400,72,11,41.72054799999751,-1250,42.12044889999379,48,2,41.138122300006216,,100,,240,1,[],0,,,2,"['fMRI', 'EEG', 'MEG']"
0.733400699988124,iowa_exp,600,-1300,72,12,46.173091699994984,0,46.58050959999673,48,2,45.43969100000686,,100,,240,1,[],0,,,2,"['fMRI', 'EEG', 'MEG']"
0.7158637999964412,iowa_exp,600,-1200,72,13,50.04879679999431,0,50.448700399996596,48,2,49.332932999997865,,100,,240,0,[49.70699720000266],1,,,2,"['fMRI', 'EEG', 'MEG']"
1.3327502000029199,iowa_exp,600,-1100,72,14,54.53382280000369,0,54.93378439999651,48,2,53.20107260000077,,100,,240,2,"[53.675090000004275, 53.99256189999869, 54.233764699994936]",3,,,2,"['fMRI', 'EEG', 'MEG']"
0.5741812000051141,iowa_exp,600,-1000,72,15,58.17693739999959,0,58.57687679999799,48,2,57.602756199994474,,100,,240,1,[],0,,,2,"['fMRI', 'EEG', 'MEG']"
1.7746129000006476,iowa_exp,600,-950,72,16,63.09555169999658,0,63.495503300000564,48,4,61.32093879999593,,50,,240,3,"[61.76170600000478, 62.16266610000457, 62.503595400005, 62.79544600000372]",4,,,2,"['fMRI', 'EEG', 'MEG']"
1.424434200001997,iowa_exp,600,-850,72,17,67.53888150000421,0,67.93885740000405,48,2,66.11444730000221,,100,,240,2,"[66.54063699999824, 66.78033710000454, 67.08044350000273]",3,,,2,"['fMRI', 'EEG', 'MEG']"
1.0660710999945877,iowa_exp,600,-800,72,18,71.65723419999995,0,72.05711690000317,48,3,70.59116310000536,,50,,240,0,"[70.89028459999827, 71.28221590000612]",2,,,2,"['fMRI', 'EEG', 'MEG']"
1.2411324999993667,iowa_exp,600,-700,72,19,75.91724769999564,0,76.31712439999683,48,1,74.67611519999627,,100,,240,1,"[74.97537190000003, 75.28358730000036, 75.59327880000637]",3,,,2,"['fMRI', 'EEG', 'MEG']"
0.9658944999973755,iowa_exp,600,-600,72,20,79.91865880000114,0,80.31869280000683,48,1,78.95276430000376,,100,,240,2,"[79.32699430000503, 79.6269489999977]",2,,,2,"['fMRI', 'EEG', 'MEG']"
1.1006010999990394,iowa_exp,600,-500,72,21,84.07159969999339,0,84.47869340000034,48,1,82.97099859999435,,100,,240,1,"[83.22833569999784, 83.49515970000357, 83.77067310000712]",3,,,2,"['fMRI', 'EEG', 'MEG']"
0.7241663000022527,iowa_exp,600,-650,72,22,87.82184590000543,-250,88.22176339999714,48,1,87.09767960000318,,100,,240,3,[87.36337829999684],1,,,2,"['fMRI', 'EEG', 'MEG']"
0.6658445000066422,iowa_exp,600,-650,72,23,91.56502300000284,-50,91.96488899999531,48,3,90.8991784999962,,50,,240,1,[91.14899420000438],1,,,2,"['fMRI', 'EEG', 'MEG']"
1.39947880001273,iowa_exp,600,-600,72,24,96.05002920000697,0,96.4499719000014,48,4,94.65055039999424,,50,,240,1,"[94.99197139999887, 95.27472760000092]",2,,,2,"['fMRI', 'EEG', 'MEG']"
0.6741963999957079,iowa_exp,600,-550,72,25,99.75147449999349,0,100.151406399993,48,4,99.07727809999778,,50,,240,3,[],0,,,2,"['fMRI', 'EEG', 'MEG']"
0.9325629999948433,iowa_exp,600,-450,72,26,103.71970940000028,0,104.11963780000224,48,2,102.78714640000544,,100,,240,2,"[101.17556230000628, 102.986109999998, 103.40371709999454]",3,,,2,"['fMRI', 'EEG', 'MEG']"
0.8825252999959048,iowa_exp,600,-350,72,27,107.65460870000243,0,108.06282490000012,48,1,106.77208340000652,,100,,240,1,"[106.512696100006, 107.03806140000233, 107.33128709999437]",3,,,2,"['fMRI', 'EEG', 'MEG']"
0.7243179999932181,iowa_exp,600,-250,72,28,111.47275889999582,0,111.87268349999795,48,1,110.7484409000026,,100,,240,3,[110.98921869999322],1,,,2,"['fMRI', 'EEG', 'MEG']"
1.6329514000099152,iowa_exp,600,-250,72,29,116.13290700000653,-50,116.53281629999401,48,3,114.49995559999661,,50,,240,0,"[114.83240579999983, 115.11674640000274]",2,,,2,"['fMRI', 'EEG', 'MEG']"
