"Parameter","BayesFactor"
"alpha_a_rew",1.02379732619153
"alpha_a_pun",0.767184160438212
"alpha_omega_f",0.482782147306753
"alpha_omega_p",1.01271567701253
"alpha_K",1.01626362399202
