"gain" "loss" "deck" "trial" "subjID"
50 0 3 78 234
50 -50 3 79 234
50 -50 3 80 234
100 0 2 81 234
100 0 2 82 234
100 0 2 83 234
100 0 2 84 234
100 0 2 85 234
50 0 4 86 234
50 0 4 87 234
50 0 4 88 234
50 0 4 89 234
50 0 4 90 234
50 0 4 91 234
50 0 4 92 234
50 0 4 93 234
50 0 4 94 234
50 0 4 95 234
50 0 4 96 234
50 0 4 97 234
50 0 4 98 234
50 0 4 99 234
50 0 4 100 234
100 0 2 1 235
100 0 2 2 235
100 -1250 2 3 235
100 -150 1 4 235
50 -50 3 5 235
50 0 4 6 235
50 0 4 7 235
50 0 4 8 235
50 -50 3 9 235
100 0 2 10 235
100 0 1 11 235
100 0 2 12 235
100 0 1 13 235
100 0 1 14 235
100 0 2 15 235
100 -250 1 16 235
100 -350 1 17 235
100 0 2 18 235
50 0 4 19 235
100 -200 1 20 235
100 -300 1 21 235
50 0 4 22 235
50 -250 4 23 235
100 0 2 24 235
100 0 2 25 235
100 0 2 26 235
100 0 2 27 235
100 0 2 28 235
100 0 2 29 235
50 0 3 30 235
50 0 3 31 235
50 -50 3 32 235
100 0 2 33 235
100 0 2 34 235
100 0 2 35 235
100 0 2 36 235
100 -1250 2 37 235
100 0 2 38 235
100 0 2 39 235
100 0 2 40 235
100 0 2 41 235
100 0 2 42 235
100 0 2 43 235
100 0 2 44 235
100 0 2 45 235
100 0 2 46 235
100 0 2 47 235
100 0 2 48 235
100 -1250 2 49 235
100 0 2 50 235
100 -1250 2 51 235
100 0 1 52 235
100 0 1 53 235
100 0 1 54 235
100 -350 1 55 235
