"gain" "loss" "deck" "trial" "subjID"
100 0 2 26 148
50 -50 3 27 148
100 0 2 28 148
100 0 2 29 148
100 0 2 30 148
100 -1250 2 31 148
100 0 2 32 148
100 0 2 33 148
100 0 2 34 148
100 0 2 35 148
100 0 2 36 148
100 0 1 37 148
100 0 2 38 148
100 0 2 39 148
100 0 1 40 148
100 0 2 41 148
100 0 2 42 148
100 0 2 43 148
100 0 2 44 148
100 0 2 45 148
100 0 1 46 148
100 -1250 2 47 148
100 0 2 48 148
100 0 2 49 148
100 0 2 50 148
100 0 2 51 148
100 0 2 52 148
100 -250 1 53 148
100 -1250 2 54 148
100 0 2 55 148
100 0 2 56 148
100 0 2 57 148
100 0 2 58 148
100 0 2 59 148
100 0 2 60 148
50 0 3 61 148
50 0 4 62 148
100 0 1 63 148
50 -50 3 64 148
100 0 2 65 148
100 -1250 2 66 148
100 0 2 67 148
100 0 2 68 148
100 0 2 69 148
100 0 2 70 148
100 0 2 71 148
50 0 4 72 148
50 -50 3 73 148
50 0 4 74 148
50 0 4 75 148
50 0 4 76 148
100 0 2 77 148
100 0 2 78 148
100 0 2 79 148
100 0 2 80 148
100 0 2 81 148
100 0 2 82 148
100 0 2 83 148
100 0 2 84 148
100 0 2 85 148
50 0 4 86 148
50 0 4 87 148
50 -250 4 88 148
50 0 4 89 148
50 0 4 90 148
100 0 2 91 148
100 0 2 92 148
100 0 2 93 148
100 -1250 2 94 148
50 0 4 95 148
50 0 4 96 148
50 0 4 97 148
50 0 4 98 148
50 0 4 99 148
50 0 4 100 148
