ID,onset_win,offset_decks,dur_decks,offset_win,win,onset_decks,no,frames_after_decks,dur_win,n_moves,exp_type,total,frames_before_decks,rt_select,loss,deck_select,session,t_select,t_moves,dur_measured_decks,init_mark,condition
0141,11.47581870004069,,300,,50,0.9938600000459701,1,330,120,1,fMRI,50,150,1.2655366000253707,0,3,3,2.259396600071341,[1.7761355000548065],,1,iowa_exp
0141,26.476919700042345,,300,,50,15.97778030007612,2,330,120,3,fMRI,100,150,2.0823797000339255,0,3,3,18.060160000110045,"[16.75998240010813, 17.193405400030315, 17.593432700028643]",,3,iowa_exp
0141,41.51095120003447,,300,,50,31.01191690005362,3,330,120,2,fMRI,100,150,1.4989551999606192,-50,3,3,32.51087210001424,"[31.727510800003074, 32.12747710000258]",,0,iowa_exp
0141,56.511699600028805,,300,,50,46.01265990000684,4,330,120,2,fMRI,100,150,1.549663900048472,-50,3,3,47.56232380005531,"[46.64476670010481, 47.111512800096534]",,0,iowa_exp
0141,71.51242920011282,,300,,50,61.01337220007554,5,330,120,2,fMRI,100,150,2.1330171999288723,-50,3,3,63.14638940000441,"[62.11223510000855, 62.628935100045055]",,0,iowa_exp
0141,86.51308410009369,,300,,50,76.01405190001242,6,330,120,3,fMRI,150,150,2.082340200082399,0,3,3,78.09639210009482,"[76.696290000109, 77.14625420002267, 77.54630929999985]",,3,iowa_exp
0141,101.51382370002102,,300,,50,91.01482260006014,7,330,120,1,fMRI,200,150,1.1988378999521956,0,3,3,92.21366050001234,[91.74701980000827],,1,iowa_exp
0141,116.51456310006324,,300,,50,106.01547760004178,8,330,120,0,fMRI,200,150,0.9324445000384003,-50,3,3,106.94792210008018,[],,2,iowa_exp
0141,131.5152654000558,,300,,50,121.0162281000521,9,330,120,1,fMRI,200,150,1.115431800018996,-50,3,3,122.1316599000711,[121.74835540005006],,1,iowa_exp
0141,146.51594700000715,,300,,50,136.01705570006743,10,330,120,2,fMRI,250,150,1.5820664999773726,0,3,3,137.5991222000448,"[136.7656770000467, 137.18246430007275]",,0,iowa_exp
0141,161.51666170009412,,300,,50,151.0176309000235,11,330,120,1,fMRI,300,150,1.1655515000456944,0,3,3,152.1831824000692,[151.71685120009352],,1,iowa_exp
0141,176.51739570009522,,300,,50,166.0183336000191,12,330,120,1,fMRI,300,150,1.215531300054863,-50,3,3,167.23386490007397,[166.7838013001019],,1,iowa_exp
0141,191.51809880009387,,300,,50,181.01904040004592,13,330,120,1,fMRI,350,150,1.2655050000175834,0,3,3,182.2845454000635,[181.7678263001144],,1,iowa_exp
0141,206.51885360002052,,300,,50,196.01974020001944,14,330,120,0,fMRI,350,150,0.9655389999970794,-50,3,3,196.98527920001652,[],,2,iowa_exp
0141,221.51952280011028,,300,,50,211.02045740000904,15,330,120,3,fMRI,350,150,2.5822652000933886,-50,3,3,213.60272260010242,"[212.18592060008086, 212.56929820007645, 212.95297480002046]",,3,iowa_exp
0141,236.52030780003406,,300,,50,226.02113890007604,16,330,120,1,fMRI,400,150,1.5155438999645412,0,4,3,227.53668280004058,[227.08666550007183],,2,iowa_exp
0141,251.52096870006062,,300,,50,241.02201200008858,17,330,120,1,fMRI,450,150,1.0987222000258043,0,3,3,242.12073420011438,[241.68772830010857],,1,iowa_exp
0141,266.5216611000942,,300,,50,256.0225822000066,18,330,120,3,fMRI,500,150,2.2159515999956056,0,3,3,258.2385338000022,"[256.7380594999995, 257.3048930000514, 257.72145720000844]",,3,iowa_exp
0141,281.52235300000757,,300,,50,271.0233187000267,19,330,120,2,fMRI,500,150,1.9990084000164643,-50,3,3,273.0223271000432,"[272.0554706000257, 272.5055785001023]",,0,iowa_exp
0141,296.5230357000837,,300,,50,286.02399700006936,20,330,120,3,fMRI,550,150,2.0155974000226706,0,3,3,288.039594400092,"[286.68939330009744, 287.1561163000297, 287.53947400010657]",,3,iowa_exp
0141,311.523742300109,,300,,50,301.0249017000897,21,330,120,3,fMRI,600,150,2.098764800000936,0,3,3,303.1236665000906,"[301.7235372000141, 302.19017250009347, 302.6068594000535]",,3,iowa_exp
0141,326.52445370005444,,300,,50,316.02550080011133,22,330,120,2,fMRI,600,150,1.7321543999714777,-50,3,3,317.7576552000828,"[316.72432620008476, 317.174195800093]",,0,iowa_exp
0141,341.5418142999988,,300,,50,331.0427903000964,23,330,120,3,fMRI,650,150,2.7656432999065146,0,4,3,333.8084336000029,"[332.05851630005054, 332.8250051001087, 333.32506980001926]",,0,iowa_exp
0141,356.54253550001886,,300,,50,346.0434632000979,24,330,120,3,fMRI,650,150,2.8322755999397486,-50,3,3,348.87573880003765,"[347.0423553000437, 347.5925658000633, 348.07572520000394]",,3,iowa_exp
0141,371.5432445000624,,300,,50,361.04415150010027,25,330,120,3,fMRI,700,150,2.53231409995351,0,3,3,363.5764656000538,"[361.85970970010385, 362.37638750008773, 362.8931039000163]",,3,iowa_exp
0141,386.54400870006066,,300,,50,376.04499060008675,26,330,120,2,fMRI,700,150,1.8152864999137819,-50,3,3,377.86027710000053,"[376.81063680001535, 377.2938034000108]",,0,iowa_exp
