condition,onset_decks,deck_select,dur_decks,rt_select,onset_win,ID,t_moves,frames_before_decks,loss,offset_decks,session,dur_measured_decks,t_select,offset_win,init_mark,n_moves,total,frames_after_decks,exp_type,no,win,dur_win
iowa_exp,211.01905170001555,3,300,2.6322541999979876,221.51821650000056,,"[212.46792289998848, 212.88459580001654, 213.15136519999942]",150,0,,4,,213.65130590001354,,3,3,750,330,"['fMRI', 'EEG', 'MEG']",15,50,120
iowa_exp,226.01977950002765,3,300,3.465691599994898,236.51883100002306,,"[228.05293370003346, 229.0521102999919]",150,0,,4,,229.48547110002255,,0,2,800,330,"['fMRI', 'EEG', 'MEG']",16,50,120
iowa_exp,241.0204521000269,3,300,2.282326999993529,251.5195196000277,,[242.5361221000203],150,0,,4,,243.30277910002042,,1,1,850,330,"['fMRI', 'EEG', 'MEG']",17,50,120
iowa_exp,256.02122090000194,2,300,3.115698000008706,266.5202611000277,,"[257.2868108000257, 258.85350409999955]",150,0,,4,,259.13691890001064,,3,2,950,330,"['fMRI', 'EEG', 'MEG']",18,100,120
iowa_exp,271.0219208000344,3,300,1.8322918000048958,281.52095830003964,,"[272.13784430001397, 272.43743670004187]",150,-50,,4,,272.8542126000393,,0,2,950,330,"['fMRI', 'EEG', 'MEG']",19,50,120
iowa_exp,286.0225963999983,3,300,1.7989296999876387,296.52168740000343,,[287.3881840000395],150,0,,4,,287.82152609998593,,1,1,1000,330,"['fMRI', 'EEG', 'MEG']",20,50,120
iowa_exp,301.0232660000329,3,300,2.382408300007228,311.52253830002155,,[],150,-50,,4,,303.4056743000401,,2,0,1000,330,"['fMRI', 'EEG', 'MEG']",21,50,120
iowa_exp,316.0239542000345,3,300,4.532725800003391,326.52315359999193,,"[319.8563327000011, 320.28969030000735]",150,-50,,4,,320.5566800000379,,0,2,1000,330,"['fMRI', 'EEG', 'MEG']",22,50,120
iowa_exp,331.0580329000368,3,300,4.082409399969038,341.5571334999986,,[333.7402858000132],150,0,,4,,335.1404423000058,,1,1,1050,330,"['fMRI', 'EEG', 'MEG']",23,50,120
iowa_exp,346.0587182000163,3,300,1.9989730999805033,356.55787230003625,,[346.99105260003125],150,-50,,4,,348.0576912999968,,1,1,1050,330,"['fMRI', 'EEG', 'MEG']",24,50,120
iowa_exp,361.059488400002,2,300,2.2656243999954313,371.5585460999864,,"[362.15842910000356, 362.7417213000008]",150,-1250,,4,,363.32511279999744,,3,2,-100,330,"['fMRI', 'EEG', 'MEG']",25,100,120
iowa_exp,376.0601665999857,3,300,2.149113200022839,386.5592680000118,,"[377.2756928000017, 377.5761038000346, 377.8091259000357]",150,0,,4,,378.2092798000085,,3,3,-50,330,"['fMRI', 'EEG', 'MEG']",26,50,120
iowa_exp,391.0609159999876,2,300,1.9988828000496142,401.5599718000158,,"[391.9430801999988, 392.2931050999905, 392.72657060000347]",150,0,,4,,393.05979880003724,,2,3,50,330,"['fMRI', 'EEG', 'MEG']",27,100,120
iowa_exp,406.0615725000389,2,300,1.1489232999738306,416.5607075000298,,[],150,0,,4,,407.2104958000127,,1,0,150,330,"['fMRI', 'EEG', 'MEG']",28,100,120
iowa_exp,421.06232580001233,3,300,2.032349699991755,431.56142929999623,,"[422.3946174000157, 422.6612472999841]",150,-50,,4,,423.0946755000041,,0,2,150,330,"['fMRI', 'EEG', 'MEG']",29,50,120
iowa_exp,436.0629512000014,3,300,1.665848000033293,446.56214080000063,,[],150,-50,,4,,437.7287992000347,,2,0,150,330,"['fMRI', 'EEG', 'MEG']",30,50,120
iowa_exp,451.06381090002833,3,300,1.7822313999640755,461.5628309000167,,"[451.9626374000218, 452.24596430000383, 452.4791536999983]",150,0,,4,,452.8460422999924,,3,3,200,330,"['fMRI', 'EEG', 'MEG']",31,50,120
iowa_exp,466.0645054000197,2,300,2.332251099986024,476.56358190003084,,[466.9466104999883],150,0,,4,,468.3967565000057,,0,1,300,330,"['fMRI', 'EEG', 'MEG']",32,100,120
iowa_exp,481.0652314000181,3,300,1.9491667000111192,491.5642334999866,,"[482.09751360001974, 482.3973532000091, 482.6140892000403]",150,0,,4,,483.0143981000292,,3,3,350,330,"['fMRI', 'EEG', 'MEG']",33,50,120
iowa_exp,496.0659180000075,3,300,0.9656018000096083,506.5649593999842,,[],150,0,,4,,497.0315198000171,,2,0,400,330,"['fMRI', 'EEG', 'MEG']",34,50,120
iowa_exp,511.06658330000937,3,300,1.2999214000301436,521.5656871999963,,"[511.81546820001677, 512.1321849999949]",150,-50,,4,,512.3665047000395,,0,2,400,330,"['fMRI', 'EEG', 'MEG']",35,50,120
iowa_exp,526.0673437000369,3,300,0.8821895999717526,536.5664726000396,,[],150,-50,,4,,526.9495333000086,,2,0,400,330,"['fMRI', 'EEG', 'MEG']",36,50,120
iowa_exp,541.068017099984,3,300,3.015682300028857,551.5671214000322,,"[542.9169181000325, 543.3002066999907, 543.5502822999842]",150,0,,4,,544.0836994000128,,3,3,450,330,"['fMRI', 'EEG', 'MEG']",37,50,120
iowa_exp,556.0687389000086,4,300,0.9323189000133425,566.5678403000347,,[],150,0,,4,,557.001057800022,,3,0,500,330,"['fMRI', 'EEG', 'MEG']",38,50,120
iowa_exp,571.0694248999935,3,300,1.6825415000203066,581.5684990999871,,[572.2518115999992],150,0,,4,,572.7519664000138,,1,1,550,330,"['fMRI', 'EEG', 'MEG']",39,50,120
iowa_exp,586.0701702000224,3,300,1.5159833999932744,596.5692108999938,,"[586.8689840000006, 587.252334800025]",150,0,,4,,587.5861536000157,,0,2,600,330,"['fMRI', 'EEG', 'MEG']",40,50,120
