onset_decks,dur_decks,frames_after_decks,deck_select,t_moves,rt_select,dur_win,offset_win,condition,init_mark,ID,dur_measured_decks,loss,offset_decks,session,exp_type,t_select,frames_before_decks,total,n_moves,win,no,onset_win
1.0025957999750972,300,330,1,"[3.0138271999312565, 3.932786099961959]",4.213716999976896,120,,iowa_exp,2,142,,-250,,1,fMRI,5.216312799951993,150,-150,2,100,1,11.480536199989729
15.98193899996113,300,330,2,"[17.51424449996557, 18.130915299989283, 19.047600999940187]",3.899868099950254,120,,iowa_exp,2,142,,0,,1,fMRI,19.881807099911384,150,-50,3,100,2,26.481115499977022
30.98270249995403,300,330,3,"[32.26480699994136, 32.76577709999401]",2.7322845000308007,120,,iowa_exp,0,142,,0,,1,fMRI,33.71498699998483,150,0,2,50,3,41.48171680001542
45.983385199913755,300,330,4,[],4.732530000037514,120,,iowa_exp,3,142,,0,,1,fMRI,50.71591519995127,150,50,0,50,4,56.482455499935895
60.98406980000436,300,330,2,"[61.88309599994682, 62.73306329990737, 63.39971929998137]",3.8657192999962717,120,,iowa_exp,2,142,,0,,1,fMRI,64.84978910000063,150,150,3,100,5,71.4998066999251
76.00154630001634,300,330,2,"[77.33366329991259, 78.11711310001556, 78.5172965999227, 78.98380389995873]",3.9991361999418586,120,,iowa_exp,1,142,,0,,1,fMRI,80.0006824999582,150,250,4,100,6,86.50049809995107
91.00224319996778,300,330,2,"[91.81764299992938, 92.28438849991653]",1.7821563000325114,120,,iowa_exp,3,142,,0,,1,fMRI,92.78439950000029,150,350,2,100,7,101.50124739995226
106.00291259994265,300,330,2,"[106.71838789992034, 107.20171759999357]",1.9322112000081688,120,,iowa_exp,3,142,,0,,1,fMRI,107.93512379995082,150,450,2,100,8,116.50195499998517
121.00367969996296,300,330,3,[121.63573809992522],1.6988079999573529,120,,iowa_exp,1,142,,-50,,1,fMRI,122.70248769992031,150,450,1,50,9,131.50266419991385
136.0043222999666,300,330,2,"[136.73644489992876, 137.21977179998066, 137.603280399926]",2.015629500034265,120,,iowa_exp,2,142,,0,,1,fMRI,138.01995180000085,150,550,3,100,10,146.50339389999863
151.0050805999199,300,330,4,[],2.5654455000767484,120,,iowa_exp,3,142,,0,,1,fMRI,153.57052609999664,150,600,0,50,11,161.50399509991985
166.00570739991963,300,330,2,[166.78799799992703],1.5322747000027448,120,,iowa_exp,0,142,,-1250,,1,fMRI,167.53798209992237,150,-550,1,100,12,176.5047757999273
181.00642719992902,300,330,3,"[183.47201439994387, 184.07221079990268]",3.9989382000640035,120,,iowa_exp,0,142,,0,,1,fMRI,185.00536539999302,150,-500,2,50,13,191.50548489997163
