onset_decks,dur_decks,frames_after_decks,deck_select,t_moves,rt_select,dur_win,offset_win,condition,init_mark,ID,dur_measured_decks,loss,offset_decks,session,exp_type,t_select,frames_before_decks,total,n_moves,win,no,onset_win
196.00734929996543,300,330,3,"[198.53941369999666, 199.3727327999659]",3.7819186999695376,120,,iowa_exp,0,142,,-50,,1,fMRI,199.78926799993496,150,-500,2,50,14,206.50621189991944
211.00792669993825,300,330,4,"[213.04104369995184, 214.6568206999218]",4.065629399963655,120,,iowa_exp,1,142,,0,,1,fMRI,215.0735560999019,150,-450,2,50,15,221.5068993999157
226.0085604999913,300,330,4,[],3.0489105000160635,120,,iowa_exp,3,142,,0,,1,fMRI,229.05747100000735,150,-400,0,50,16,236.50760659994557
241.0093037999468,300,330,,"[245.07494969991967, 245.49158809997607]",,120,,iowa_exp,1,142,,0,,1,fMRI,,150,-350,2,50,17,251.50831099995412
256.00998259999324,300,330,4,[],1.4153880999656394,120,,iowa_exp,3,142,,0,,1,fMRI,257.4253706999589,150,-300,0,50,18,266.50905919994693
271.01068319997285,300,330,4,[],1.8488655999535695,120,,iowa_exp,3,142,,0,,1,fMRI,272.8595487999264,150,-250,0,50,19,281.509749299963
286.01145210000686,300,330,2,[],3.4155903999926522,120,,iowa_exp,1,142,,0,,1,fMRI,289.4270424999995,150,-150,0,100,20,296.51049019990023
301.012138399994,300,330,2,[],4.882377099944279,120,,iowa_exp,1,142,,0,,1,fMRI,305.8945154999383,150,-50,0,100,21,311.51105370000005
316.0128223999636,300,330,2,"[318.4117099000141, 319.24520619993564]",4.332401399966329,120,,iowa_exp,3,142,,0,,1,fMRI,320.34522379992995,150,50,2,100,22,326.51188010000624
331.01356899994425,300,330,2,"[331.81252959999256, 332.2956581999315]",2.1322163000004366,120,,iowa_exp,3,142,,0,,1,fMRI,333.1457852999447,150,150,2,100,23,341.5125430999324
346.0142404999351,300,330,4,"[347.1962009000126, 347.56302899995353, 348.99644159991294]",3.4156555000226945,120,,iowa_exp,0,142,,-250,,1,fMRI,349.4298959999578,150,-50,3,50,24,356.51330049999524
361.03167309996206,300,330,2,[361.7973595999647],1.2987376999808475,120,,iowa_exp,0,142,,0,,1,fMRI,362.3304107999429,150,50,1,100,25,371.53071949991863
376.03225529997144,300,330,2,"[376.89797549997456, 377.2978557999013, 377.664868199965]",2.1158683999674395,120,,iowa_exp,2,142,,0,,1,fMRI,378.1481236999389,150,150,3,100,26,386.5313590000151
391.0330807999708,300,330,2,"[391.66532729996834, 392.16525560000446, 392.58194049994927, 393.0319940999616]",2.4322116000112146,120,,iowa_exp,1,142,,0,,1,fMRI,393.465292399982,150,250,4,100,27,401.532105899998
406.03371389990207,300,330,2,[406.84918459993787],1.4322147000348195,120,,iowa_exp,0,142,,-1250,,1,fMRI,407.4659285999369,150,-900,1,100,28,416.53279530000873
421.03444949991535,300,330,4,[422.3499234999763],1.8989872999954969,120,,iowa_exp,2,142,,0,,1,fMRI,422.93343679991085,150,-850,1,50,29,431.53354219999164
436.035129899974,300,330,4,[437.6341361999512],2.1325619999552146,120,,iowa_exp,2,142,,0,,1,fMRI,438.1676918999292,150,-800,1,50,30,446.5342030999018
451.03588849992957,300,330,4,[],1.0322505000513047,120,,iowa_exp,3,142,,0,,1,fMRI,452.0681389999809,150,-750,0,50,31,461.534903199994
466.03654669993557,300,330,4,"[467.8022915999172, 468.2031218999764]",2.5989890000782907,120,,iowa_exp,1,142,,0,,1,fMRI,468.63553570001386,150,-700,2,50,32,476.5356532000005
481.03737569996156,300,330,4,[481.75298889994156],1.2821383000118658,120,,iowa_exp,2,142,,0,,1,fMRI,482.3195139999734,150,-650,1,50,33,491.5363155999221
496.0380223999964,300,330,2,[496.7034985999344],1.4491282999515533,120,,iowa_exp,0,142,,0,,1,fMRI,497.48715069994796,150,-550,1,100,34,506.5370713999728
511.0387496999465,300,330,,"[511.82085149991326, 512.2040986999637, 512.604298899998]",,120,,iowa_exp,2,142,,0,,1,fMRI,,150,-450,3,100,35,521.5377492000116
526.0394409999717,300,330,2,[516.2880629999563],1.6666952000232413,120,,iowa_exp,0,142,,0,,1,fMRI,527.706136199995,150,-350,1,100,36,536.5384345999919
541.0401406999445,300,330,2,"[542.1056107999757, 542.5055887999479, 542.8576722999569]",2.265619899961166,120,,iowa_exp,2,142,,0,,1,fMRI,543.3057605999056,150,-250,3,100,37,551.5391811999725
556.0408176999772,300,330,2,[556.5562897999771],1.465520799974911,120,,iowa_exp,0,142,,0,,1,fMRI,557.5063384999521,150,-150,1,100,38,566.5399231999181
571.0415313999401,300,330,1,"[572.8569913000101, 573.7404761000071]",3.198921600007452,120,,iowa_exp,2,142,,-250,,1,fMRI,574.2404529999476,150,-300,2,100,39,581.540626599919
586.0424556999933,300,330,2,"[586.8910411999095, 587.3244067999767]",1.7321214999537915,120,,iowa_exp,3,142,,0,,1,fMRI,587.7745771999471,150,-200,2,100,40,596.5413312999299
