ID,onset_win,offset_decks,dur_decks,offset_win,win,onset_decks,no,frames_after_decks,dur_win,n_moves,exp_type,total,frames_before_decks,rt_select,loss,deck_select,session,t_select,t_moves,dur_measured_decks,init_mark,condition
0141,203.50761189998593,,300,,50,196.00866519997362,14,150,120,3,fMRI,650,330,2.1323765000561252,0,4,2,198.14104170002975,"[196.57414959999733, 196.9575140000088, 197.5575435999781]",,0,iowa_exp
0141,218.50829879997764,,300,,50,211.00936000002548,15,150,120,1,fMRI,700,330,1.2655996999237686,0,3,2,212.27495969994925,[211.6916043999372],,1,iowa_exp
0141,233.50897039996926,,300,,50,226.01004109997302,16,150,120,1,fMRI,750,330,1.7655262000625953,0,4,2,227.77556730003562,[227.1922537999926],,2,iowa_exp
0141,248.50971020001452,,300,,50,241.0108448000392,17,150,120,2,fMRI,750,330,1.9488412999780849,-50,3,2,242.95968610001728,"[241.75966700003482, 242.27637420000974]",,0,iowa_exp
0141,263.51039499999024,,300,,50,256.01145829993766,18,150,120,4,fMRI,800,330,3.415675700060092,0,4,2,259.42713399999775,"[257.19360040000174, 257.8434984999476, 258.71045230003074, 258.9938994999975]",,3,iowa_exp
0141,278.5111243999563,,300,,50,271.0121313999407,19,150,120,2,fMRI,850,330,1.982207000022754,0,3,2,272.99433839996345,"[271.82768119999673, 272.3110229000449]",,0,iowa_exp
0141,293.5118475999916,,300,,50,286.01284949993715,20,150,120,3,fMRI,650,330,2.415513800107874,-250,4,2,288.428363300045,"[286.6784466999816, 287.11156079999637, 287.47846869996283]",,0,iowa_exp
0141,308.51250670000445,,300,,50,301.0136564000277,21,150,120,1,fMRI,650,330,1.3321662999223918,-50,3,2,302.3458226999501,[301.6459799000295],,1,iowa_exp
0141,323.51325830002315,,300,,50,316.01429189997725,22,150,120,3,fMRI,700,330,1.8824392000678927,0,4,2,317.89673110004514,"[316.529810899985, 316.963134599966, 317.413242300041]",,0,iowa_exp
0141,338.5306189999683,,300,,50,331.01495480001904,23,150,120,0,fMRI,750,330,1.2155775999417529,0,3,2,332.2305323999608,[],,2,iowa_exp
0141,353.53129519999493,,300,,50,346.0324082999723,24,150,120,0,fMRI,800,330,0.9824005999835208,0,4,2,347.0148088999558,[],,3,iowa_exp
0141,368.5320321000181,,300,,50,361.03317009995226,25,150,120,2,fMRI,800,330,2.615878500044346,-50,3,2,363.6490485999966,"[362.482067200006, 362.9820364000043]",,0,iowa_exp
0141,383.53275070001837,,300,,50,376.03383560001384,26,150,120,0,fMRI,850,330,0.9154934999532998,0,4,2,376.94932909996714,[],,3,iowa_exp
0141,398.5334494999843,,300,,50,391.034544599941,27,150,120,4,fMRI,850,330,2.732217000098899,-50,3,2,393.7667616000399,"[391.86677029996645, 392.3667424999876, 392.7667735000141, 393.216729799984]",,2,iowa_exp
0141,413.53417040000204,,300,,50,406.0352147000376,28,150,120,3,fMRI,900,330,2.3822430999716744,0,4,2,408.4174578000093,"[406.7340667999815, 407.2174217000138, 407.70075439999346]",,0,iowa_exp
0141,428.5348453000188,,300,,50,421.0359488000395,29,150,120,0,fMRI,900,330,0.9154358999803662,-50,3,2,421.95138470001984,[],,2,iowa_exp
0141,443.5355963000329,,300,,50,436.0364201000193,30,150,120,3,fMRI,900,330,2.0991522999247536,-50,3,2,438.13557239994407,"[436.702145999996, 437.11883910000324, 437.568873399985]",,3,iowa_exp
0141,458.53624479996506,,300,,50,451.03736800001934,31,150,120,0,fMRI,950,330,0.9331263999920338,0,3,2,451.9704944000114,[],,2,iowa_exp
0141,473.53698660002556,,300,,50,466.0380836999975,32,150,120,2,fMRI,1000,330,1.7155334999551997,0,3,2,467.7536171999527,"[466.8202645999845, 467.2545733000152]",,0,iowa_exp
0141,488.5377632000018,,300,,50,481.0389010999352,33,150,120,3,fMRI,1050,330,2.3487976000178605,0,3,2,483.38769869995303,"[481.78751279995777, 482.2876165000489, 482.7375332999509]",,3,iowa_exp
0141,503.5383993999567,,300,,50,496.03950269997586,34,150,120,3,fMRI,1050,330,2.1158379999687895,-50,3,2,498.15534069994465,"[496.72176350001246, 497.13825990003534, 497.5383589999983]",,3,iowa_exp
0141,518.5391191999661,,300,,50,511.04019149998203,35,150,120,1,fMRI,1100,330,1.2155982999829575,0,3,2,512.255789799965,[511.7723527000053],,1,iowa_exp
0141,533.5397702000337,,300,,50,526.0409311000258,36,150,120,3,fMRI,1150,330,2.548863200005144,0,3,2,528.5897943000309,"[526.9898239000468, 527.456509300042, 527.9063656999497]",,3,iowa_exp
0141,548.5405594999902,,300,,50,541.0415749000385,37,150,120,1,fMRI,1150,330,1.5155741999624297,-50,3,2,542.557149100001,[541.8737605999922],,1,iowa_exp
0141,563.5412271999521,,300,,50,556.0425026000012,38,150,120,1,fMRI,1200,330,1.1154233999550343,0,3,2,557.1579259999562,[556.6911953999661],,1,iowa_exp
0141,578.5419563000323,,300,,50,571.0429860999575,39,150,120,1,fMRI,1250,330,1.448906400008127,0,3,2,572.4918924999656,[571.8085658999626],,1,iowa_exp
0141,593.542688800022,,300,,50,586.0437175999396,40,150,120,2,fMRI,1250,330,1.6988902000011876,-50,3,2,587.7426077999407,"[586.742606200045, 587.1760283999611]",,0,iowa_exp
