ID,onset_win,offset_decks,dur_decks,offset_win,win,onset_decks,no,frames_after_decks,dur_win,n_moves,exp_type,total,frames_before_decks,rt_select,loss,deck_select,session,t_select,t_moves,dur_measured_decks,init_mark,condition
0141,8.481709999963641,,300,,100,1.0035061000380665,1,150,120,0,fMRI,100,330,1.3449073999654502,0,1,2,2.3484135000035167,[],,0,iowa_exp
0141,23.482398699969053,,300,,100,15.983646400040016,2,150,120,2,fMRI,200,330,2.36541169998236,0,2,2,18.349058100022376,"[17.049102399963886, 17.682442100020126]",,3,iowa_exp
0141,38.48314569995273,,300,,50,30.984423300018534,3,150,120,1,fMRI,250,330,1.7153433000203222,0,3,2,32.699766600038856,[31.99972349999007],,1,iowa_exp
0141,53.50054249993991,,300,,50,46.00169790000655,4,150,120,2,fMRI,300,330,2.01559389999602,0,4,2,48.01729180000257,"[46.783714800025336, 47.40045590000227]",,1,iowa_exp
0141,68.50117509998381,,300,,50,61.00235850003082,5,150,120,2,fMRI,300,330,2.315725599997677,-50,3,2,63.3180841000285,"[62.30122260004282, 62.75125810003374]",,0,iowa_exp
0141,83.50190309993923,,300,,50,76.00300120003521,6,150,120,1,fMRI,350,330,1.9156181999715045,0,4,2,77.91861940000672,[77.15191959997173],,2,iowa_exp
0141,98.50261680001859,,300,,50,91.00430010003038,7,150,120,1,fMRI,350,330,1.814963800017722,-50,3,2,92.8192639000481,[92.0859582000412],,1,iowa_exp
0141,113.50336560001597,,300,,50,106.00454280001577,8,150,120,0,fMRI,400,330,1.1488368000136688,0,4,2,107.15337960002944,[],,3,iowa_exp
0141,128.50406569999177,,300,,50,121.00599920004606,9,150,120,1,fMRI,450,330,1.5647546999389306,0,3,2,122.570753899985,[121.88740290002897],,1,iowa_exp
0141,143.5047722000163,,300,,50,136.00582970003597,10,150,120,2,fMRI,500,330,1.3988099999260157,0,4,2,137.404639699962,"[136.53797159995884, 137.0214320999803]",,1,iowa_exp
0141,158.5054673999548,,300,,50,151.0075230000075,11,150,120,4,fMRI,550,330,2.631213399930857,0,3,2,153.63873639993835,"[151.83891819999553, 152.48908229998779, 152.87213230005, 153.23875869996846]",,2,iowa_exp
0141,173.50616450002417,,300,,50,166.00725629995577,12,150,120,1,fMRI,600,330,1.3491004999959841,0,4,2,167.35635679995175,[166.7561973000411],,2,iowa_exp
0141,188.5069182999432,,300,,50,181.00791949999984,13,150,120,2,fMRI,600,330,1.7489003000082448,-50,3,2,182.7568198000081,"[181.6567355999723, 182.0569171999814]",,0,iowa_exp
