onset_decks,dur_decks,frames_after_decks,deck_select,t_moves,rt_select,dur_win,offset_win,condition,init_mark,ID,dur_measured_decks,loss,offset_decks,session,exp_type,t_select,frames_before_decks,total,n_moves,win,no,onset_win
1.0046831999206915,300,150,1,"[2.0845112999668345, 2.5678134999470785, 3.567918899934739, 4.317936999956146, 4.767972199944779, 5.234778999933042]",4.629936100100167,120,,iowa_exp,2,142,,-250,,4,fMRI,5.634619300020859,330,-150,6,100,1,8.484984599985182
15.986189399962313,300,150,2,"[16.518540699966252, 16.968616299913265, 17.318482699920423]",1.6825325000099838,120,,iowa_exp,2,142,,0,,4,fMRI,17.668721899972297,330,-50,3,100,2,23.501947699929588
31.00376160000451,300,150,3,"[31.45261619996745, 32.01940220000688, 32.45263630000409, 32.73596790002193]",2.11555819993373,120,,iowa_exp,2,142,,0,,4,fMRI,33.11931979993824,330,0,4,50,3,38.50270700000692
46.004417499993,300,150,4,"[47.53658880002331, 48.23703259998001]",2.648995199939236,120,,iowa_exp,1,142,,0,,4,fMRI,48.65341269993223,330,50,2,50,4,53.50358649995178
61.00521370000206,300,150,1,[61.987402600003406],1.6656284999335185,120,,iowa_exp,3,142,,-250,,4,fMRI,62.67084219993558,330,-100,1,100,5,68.50406399997883
76.00579929992091,300,150,2,[],0.815702100051567,120,,iowa_exp,1,142,,-1250,,4,fMRI,76.82150139997248,330,-1250,0,100,6,83.50475379999261
91.00665039999876,300,150,2,[],0.8321223999373615,120,,iowa_exp,1,142,,0,,4,fMRI,91.83877279993612,330,-1150,0,100,7,98.50555320002604
106.00732869992498,300,150,3,[106.60611739999149],1.0488030000124127,120,,iowa_exp,1,142,,-50,,4,fMRI,107.0561316999374,330,-1150,1,50,8,113.5061503999168
121.00837529997807,300,150,3,[122.1401849000249],1.6485288999974728,120,,iowa_exp,1,142,,0,,4,fMRI,122.65690419997554,330,-1100,1,50,9,128.50700470001902
136.00872209994122,300,150,2,[136.87509629991837],1.449529999983497,120,,iowa_exp,0,142,,0,,4,fMRI,137.45825209992472,330,-1000,1,100,10,143.50805659999605
151.009416099987,300,150,1,[151.55827699997462],1.2821302999509498,120,,iowa_exp,3,142,,0,,4,fMRI,152.29154639993794,330,-900,1,100,11,158.508322199923
166.01013309997506,300,150,2,[166.5589412000263],1.7154535000445321,120,,iowa_exp,0,142,,0,,4,fMRI,167.7255866000196,330,-800,1,100,12,173.5090349999955
181.01079630001914,300,150,1,[181.40966399991885],1.0159846999449655,120,,iowa_exp,3,142,,-250,,4,fMRI,182.0267809999641,330,-950,1,100,13,188.50975159998052
196.01153239991982,300,150,3,[196.69361309998203],1.2321723999921232,120,,iowa_exp,1,142,,-50,,4,fMRI,197.24370479991194,330,-950,1,50,14,203.51042339997366
211.01238119998015,300,150,1,[211.64444930001628],1.2154632000019774,120,,iowa_exp,3,142,,0,,4,fMRI,212.22784439998213,330,-850,1,100,15,218.5111554999603
226.01305079995655,300,150,2,[226.56183699995745],1.0000175000168383,120,,iowa_exp,0,142,,0,,4,fMRI,227.01306829997338,330,-750,1,100,16,233.5118638999993
241.0136601999402,300,150,1,"[241.5291987999808, 241.94587479997426]",1.382245899992995,120,,iowa_exp,2,142,,-250,,4,fMRI,242.3959060999332,330,-900,2,100,17,248.5125277999323
256.0143786999397,300,150,1,"[256.42986799997743, 256.87982719996944]",1.3155269999988377,120,,iowa_exp,2,142,,0,,4,fMRI,257.32990569993854,330,-800,2,100,18,263.5132709000027
271.0151038999902,300,150,3,"[272.09729569999035, 272.7306254999712, 273.33066809992306]",2.7155862000072375,120,,iowa_exp,3,142,,0,,4,fMRI,273.73069009999745,330,-750,3,50,19,278.5140037999954
286.01584919996094,300,150,4,"[286.981340099941, 287.38150859996676]",1.7155347999650985,120,,iowa_exp,1,142,,0,,4,fMRI,287.73138399992604,330,-700,2,50,20,293.5146999999415
301.01647479995154,300,150,2,"[301.84875469992403, 302.19870009995066]",1.598852299968712,120,,iowa_exp,3,142,,0,,4,fMRI,302.61532709992025,330,-600,2,100,21,308.51551800000016
316.0505222999491,300,150,3,[317.0826627999777],1.5322093999711797,120,,iowa_exp,1,142,,-50,,4,fMRI,317.58273169992026,330,-600,1,50,22,323.54936219996307
331.0512761999853,300,150,4,"[331.8333815999795, 332.23350710002705, 332.91681500000414]",2.3155594000127167,120,,iowa_exp,0,142,,0,,4,fMRI,333.366835599998,330,-550,3,50,23,338.5501767999958
346.0519648999907,300,150,2,"[347.26756139995996, 347.63422040001024]",1.9988880000310019,120,,iowa_exp,3,142,,0,,4,fMRI,348.0508529000217,330,-450,2,100,24,353.5508732999442
361.05265789991245,300,150,4,"[361.58483780000824, 361.9681827999884]",1.4831896000541747,120,,iowa_exp,1,142,,0,,4,fMRI,362.5358474999666,330,-400,2,50,25,368.55165149993263
376.05332279996946,300,150,3,"[376.5525299999863, 377.0357380999485]",1.415623200009577,120,,iowa_exp,0,142,,-50,,4,fMRI,377.46894599997904,330,-400,2,50,26,383.55236430000514
391.0541845000116,300,150,2,[391.86973819998093],1.3663103999570012,120,,iowa_exp,0,142,,0,,4,fMRI,392.4204948999686,330,-300,1,100,27,398.5530789999757
406.0547562999418,300,150,4,"[406.7204065999249, 407.0535839999793, 407.60361719992943]",2.09903420007322,120,,iowa_exp,0,142,,0,,4,fMRI,408.153790500015,330,-250,3,50,28,413.553537699976
421.05546719999984,300,150,2,"[421.6377966, 421.98767309996765, 422.45431349996943]",2.315859999973327,120,,iowa_exp,2,142,,0,,4,fMRI,423.37132719997317,330,-150,3,100,29,428.55444159999024
436.05620759993326,300,150,3,"[436.6217076999601, 437.2386472999351, 437.6051493999548]",1.9156642000889406,120,,iowa_exp,3,142,,-50,,4,fMRI,437.9718718000222,330,-150,3,50,30,443.5552470999537
451.0569106999319,300,150,4,[451.6725608999841],1.0322390000801533,120,,iowa_exp,2,142,,0,,4,fMRI,452.08914970001206,330,-100,1,50,31,458.55583089997526
466.0576289999299,300,150,2,"[467.07333319995087, 467.4064982000273]",1.7488297000527382,120,,iowa_exp,3,142,,0,,4,fMRI,467.8064586999826,330,0,2,100,32,473.55657189991325
481.0583199999528,300,150,4,[481.60738659999333],1.0822704000165686,120,,iowa_exp,2,142,,0,,4,fMRI,482.14059039996937,330,50,1,50,33,488.557228700025
496.05915999994613,300,150,3,"[496.70785689994227, 497.1078916999977]",1.4821375000756234,120,,iowa_exp,0,142,,-50,,4,fMRI,497.54129750002176,330,50,2,50,34,503.55794319999404
511.0597250999417,300,150,4,"[511.525292999926, 512.2752567999996, 512.6086069999728]",1.9656787000130862,120,,iowa_exp,0,142,,0,,4,fMRI,513.0254037999548,330,100,3,50,35,518.5586645000149
526.0604618999641,300,150,2,[],1.282269199960865,120,,iowa_exp,1,142,,0,,4,fMRI,527.342731099925,330,200,0,100,36,533.5593711999245
541.0611766999355,300,150,2,"[541.793338199961, 542.1101953999605]",1.715555700007826,120,,iowa_exp,3,142,,0,,4,fMRI,542.7767323999433,330,300,2,100,37,548.5599584999727
556.0618156999117,300,150,3,"[556.8273098999634, 557.2607042000163]",1.866620400105603,120,,iowa_exp,0,142,,0,,4,fMRI,557.9284361000173,330,350,2,50,38,563.5607730000047
571.0625912999967,300,150,2,[572.2113800999941],2.0322473000269383,120,,iowa_exp,0,142,,0,,4,fMRI,573.0948386000236,330,450,1,100,39,578.5614742999896
586.0632567999419,300,150,4,[586.8120601000264],1.198738700011745,120,,iowa_exp,2,142,,0,,4,fMRI,587.2619954999536,330,500,1,50,40,593.5621580999577
