condition,onset_decks,deck_select,dur_decks,rt_select,onset_win,ID,t_moves,frames_before_decks,loss,offset_decks,session,dur_measured_decks,t_select,offset_win,init_mark,n_moves,total,frames_after_decks,exp_type,no,win,dur_win
iowa_exp,1.0492036999785341,2,300,3.5048268000246026,8.535258900024928,,[2.868397400015965],330,0,,1,,4.554030500003137,,0,1,100,150,"['fMRI', 'EEG', 'MEG']",1,100,120
iowa_exp,16.03704879997531,2,300,4.2657373000402,23.535914700012654,,"[17.55351330002304, 18.47008180001285, 19.20276760001434]",330,0,,1,,20.30278610001551,,2,3,200,150,"['fMRI', 'EEG', 'MEG']",2,100,120
iowa_exp,31.037625600001775,2,300,1.8490548999980092,38.536637799988966,,[31.970002399990335],330,0,,1,,32.886680499999784,,0,1,300,150,"['fMRI', 'EEG', 'MEG']",3,100,120
iowa_exp,46.0384056000039,2,300,3.649118500004988,53.537322200019844,,"[47.254009999975096, 48.10489560000133]",330,0,,1,,49.687524100008886,,3,2,400,150,"['fMRI', 'EEG', 'MEG']",4,100,120
iowa_exp,61.03912620001938,3,300,4.83248589996947,68.55472030001692,,"[62.1388918000157, 63.42140739999013, 65.02138679998461]",330,0,,1,,65.87161209998885,,3,3,450,150,"['fMRI', 'EEG', 'MEG']",5,50,120
iowa_exp,76.05653719999827,2,300,2.1155726999859326,83.55543269996997,,[77.55533170001581],330,0,,1,,78.1721098999842,,0,1,550,150,"['fMRI', 'EEG', 'MEG']",6,100,120
iowa_exp,91.05720270000165,2,300,2.6323036999674514,98.55610809999052,,"[92.05686710000737, 92.84046580002178]",330,0,,1,,93.6895063999691,,3,2,650,150,"['fMRI', 'EEG', 'MEG']",7,100,120
iowa_exp,106.05785979999928,1,300,1.8157486999989487,113.55686979996972,,[107.05678739998257],330,-250,,1,,107.87360849999823,,3,1,500,150,"['fMRI', 'EEG', 'MEG']",8,100,120
iowa_exp,121.05858820001595,2,300,2.732279899995774,128.55752719996963,,"[122.04082300001755, 122.65749780001352, 123.25756429997273]",330,-1250,,1,,123.79086810001172,,2,3,-650,150,"['fMRI', 'EEG', 'MEG']",9,100,120
iowa_exp,136.05930670001544,3,300,4.132364899967797,143.55828130000737,,"[137.52494600001955, 138.77492840000195, 139.1415655000019, 139.44158639997477]",330,-50,,1,,140.19167159998324,,2,4,-650,150,"['fMRI', 'EEG', 'MEG']",10,50,120
iowa_exp,151.06010010000318,2,300,3.3655994000146165,158.55899589997716,,[152.42557070002658],330,0,,1,,154.4256995000178,,0,1,-550,150,"['fMRI', 'EEG', 'MEG']",11,100,120
iowa_exp,166.0607528000255,2,300,1.382141199952457,173.55971449997742,,[],330,0,,1,,167.44289399997797,,1,0,-450,150,"['fMRI', 'EEG', 'MEG']",12,100,120
iowa_exp,181.06142049998743,2,300,1.4656502000289038,188.56036970001878,,[],330,0,,1,,182.52707070001634,,1,0,-350,150,"['fMRI', 'EEG', 'MEG']",13,100,120
iowa_exp,196.0621057000244,2,300,1.482346399978269,203.56110230000922,,[],330,0,,1,,197.54445210000267,,1,0,-250,150,"['fMRI', 'EEG', 'MEG']",14,100,120
iowa_exp,211.06289679999463,2,300,1.0988210000214167,218.56185659999028,,[],330,0,,1,,212.16171780001605,,1,0,-150,150,"['fMRI', 'EEG', 'MEG']",15,100,120
iowa_exp,226.06355550000444,2,300,2.748999700008426,233.5625241000089,,"[227.3125934000127, 228.31252659996971]",330,0,,1,,228.81255520001287,,3,2,-50,150,"['fMRI', 'EEG', 'MEG']",16,100,120
iowa_exp,241.06426199997077,2,300,3.0989990000380203,248.56320169998799,,"[242.66414639999857, 243.747515199997]",330,0,,1,,244.1632610000088,,3,2,50,150,"['fMRI', 'EEG', 'MEG']",17,100,120
iowa_exp,256.065030400001,3,300,2.632181499968283,263.56390599999577,,"[257.29728419997264, 257.78055879997555, 258.19742540002335]",330,0,,1,,258.69721189996926,,3,3,100,150,"['fMRI', 'EEG', 'MEG']",18,50,120
iowa_exp,271.06572199997026,3,300,3.0322546000243165,278.56464499997674,,"[272.6646610000171, 273.1312642999692]",330,-50,,1,,274.0979765999946,,0,2,100,150,"['fMRI', 'EEG', 'MEG']",19,50,120
iowa_exp,286.0663973999908,4,300,3.5491249000187963,293.5653107999824,,"[287.66519269999117, 288.0155778999906, 289.03219190001255]",330,0,,1,,289.6155223000096,,0,3,150,150,"['fMRI', 'EEG', 'MEG']",20,50,120
iowa_exp,301.06707849999657,1,300,3.1156607000157237,308.56605660001514,,"[302.2660567999701, 302.8826962999883, 303.41626279999036]",330,-250,,1,,304.1827392000123,,1,3,0,150,"['fMRI', 'EEG', 'MEG']",21,100,120
iowa_exp,316.06785599997966,3,300,2.1489322000415996,323.566769499972,,[317.4000447000144],330,-50,,1,,318.21678820002126,,1,1,0,150,"['fMRI', 'EEG', 'MEG']",22,50,120
iowa_exp,331.0684850999969,4,300,1.315601299982518,338.56742109998595,,[331.8015669999877],330,0,,1,,332.3840863999794,,2,1,50,150,"['fMRI', 'EEG', 'MEG']",23,50,120
iowa_exp,346.06918869999936,3,300,1.6490433000144549,353.56817220000084,,[],330,0,,1,,347.7182320000138,,2,0,100,150,"['fMRI', 'EEG', 'MEG']",24,50,120
iowa_exp,361.10332449997077,3,300,1.9821634000400081,368.6022416999913,,[362.43553070002235],330,0,,1,,363.0854879000108,,1,1,150,150,"['fMRI', 'EEG', 'MEG']",25,50,120
iowa_exp,376.1040544999996,3,300,1.8331186000141315,383.60292410000693,,[377.3694924999727],330,0,,1,,377.93717310001375,,1,1,200,150,"['fMRI', 'EEG', 'MEG']",26,50,120
iowa_exp,391.1047937999829,3,300,2.498942000034731,398.6036445000209,,"[393.00366829999257, 393.3369484000141]",330,-50,,1,,393.6037358000176,,0,2,200,150,"['fMRI', 'EEG', 'MEG']",27,50,120
iowa_exp,406.1054473000113,4,300,1.0655997999710962,413.60432510002283,,[],330,-250,,1,,407.1710470999824,,3,0,0,150,"['fMRI', 'EEG', 'MEG']",28,50,120
iowa_exp,421.10608719999436,3,300,1.2655573000083677,428.60503829998197,,[],330,0,,1,,422.37164450000273,,2,0,50,150,"['fMRI', 'EEG', 'MEG']",29,50,120
iowa_exp,436.10683990002144,4,300,2.7822987999534234,443.6057657999918,,[438.25564679998206],330,0,,1,,438.88913869997486,,2,1,100,150,"['fMRI', 'EEG', 'MEG']",30,50,120
iowa_exp,451.107482100022,3,300,2.0823458999511786,458.60651030001463,,[452.6731383000151],330,-50,,1,,453.1898279999732,,1,1,100,150,"['fMRI', 'EEG', 'MEG']",31,50,120
iowa_exp,466.1082438000012,1,300,2.365693799976725,473.60730199998943,,"[467.423836699978, 467.9406618999783]",330,0,,1,,468.47393759997794,,2,2,200,150,"['fMRI', 'EEG', 'MEG']",32,100,120
iowa_exp,481.1089957000222,,300,,488.60791459999746,,"[483.30795609997585, 483.7913191000116, 485.5912595000118]",330,-50,,1,,,,3,3,200,150,"['fMRI', 'EEG', 'MEG']",33,50,120
iowa_exp,496.1096650999971,3,300,3.465696499974001,503.60862920002546,,"[497.09230439999374, 498.49196670000674]",330,0,,1,,499.5753615999711,,2,0,250,150,"['fMRI', 'EEG', 'MEG']",34,50,120
iowa_exp,511.1103826999897,3,300,1.6989389000227675,518.6093215000001,,[512.3092470000265],330,0,,1,,512.8093216000125,,1,1,300,150,"['fMRI', 'EEG', 'MEG']",35,50,120
iowa_exp,526.1111046000151,2,300,2.7989897999796085,533.6100255000056,,"[527.0099246000173, 528.4433528999798]",330,-1250,,1,,528.9100943999947,,3,2,-850,150,"['fMRI', 'EEG', 'MEG']",36,100,120
iowa_exp,541.1118952999823,1,300,3.065513400011696,548.6107738999999,,"[542.4105905999895, 543.3773593999795]",330,0,,1,,544.177408699994,,2,2,-750,150,"['fMRI', 'EEG', 'MEG']",37,100,120
iowa_exp,556.1125106000109,3,300,1.6489941999898292,563.611472700024,,[556.9946672000224],330,-50,,1,,557.7615048000007,,1,1,-750,150,"['fMRI', 'EEG', 'MEG']",38,50,120
iowa_exp,571.1133392999764,2,300,2.0488537000492215,578.6121973000118,,[572.3788111999747],330,0,,1,,573.1621930000256,,0,1,-650,150,"['fMRI', 'EEG', 'MEG']",39,100,120
iowa_exp,586.1138957000221,2,300,2.282401699980255,593.6128753999947,,"[586.962772800005, 587.4126590000233, 587.8795286000241]",330,0,,1,,588.3962974000024,,2,3,-550,150,"['fMRI', 'EEG', 'MEG']",40,100,120
