offset_win,session,onset_decks,frames_before_decks,win,condition,offset_decks,init_mark,n_moves,t_select,deck_select,rt_select,t_moves,dur_win,dur_decks,onset_win,ID,total,frames_after_decks,exp_type,loss,dur_measured_decks,no
,2,436.0524073999841,330,100,iowa_exp,,2,3,438.0347352999961,2,1.9823279000120237,"[436.75117730000056, 437.0845637000166, 437.75106819998473]",120,300,443.55132109997794,,-1150,150,"['fMRI', 'EEG', 'MEG']",0,,30
,2,451.05308659991715,330,50,iowa_exp,,3,0,452.48528399993666,4,1.4321974000195041,[],120,300,458.55203409993555,,-1100,150,"['fMRI', 'EEG', 'MEG']",0,,31
,2,466.0538019000087,330,100,iowa_exp,,0,0,466.85272610001266,1,0.7989242000039667,[],120,300,473.552729499992,,-1000,150,"['fMRI', 'EEG', 'MEG']",0,,32
,2,481.05453929991927,330,100,iowa_exp,,0,0,481.63672219996806,1,0.5821829000487924,[],120,300,488.5534890999552,,-1150,150,"['fMRI', 'EEG', 'MEG']",-250,,33
,2,496.0552895999281,330,100,iowa_exp,,2,2,497.33742809994146,1,1.2821385000133887,"[496.82073609996587, 497.0707096999977]",120,300,503.554158099927,,-1050,150,"['fMRI', 'EEG', 'MEG']",0,,34
,2,511.0559323999332,330,100,iowa_exp,,0,0,511.8880995999789,1,0.8321672000456601,[],120,300,518.5548992999829,,-1200,150,"['fMRI', 'EEG', 'MEG']",-250,,35
,2,526.0566086999606,330,50,iowa_exp,,2,0,527.1721381000243,3,1.1155294000636786,[],120,300,533.5555849999655,,-1150,150,"['fMRI', 'EEG', 'MEG']",0,,36
,2,541.0573505000211,330,50,iowa_exp,,1,1,542.1729800999165,3,1.1156295998953283,[541.9228959999746],120,300,548.5563176999567,,-1100,150,"['fMRI', 'EEG', 'MEG']",0,,37
,2,556.0581603000173,330,100,iowa_exp,,0,1,557.923710300005,2,1.8655499999877065,[557.2069545999402],120,300,563.5570271000033,,-1000,150,"['fMRI', 'EEG', 'MEG']",0,,38
,2,571.0587689999957,330,100,iowa_exp,,3,1,574.4910976999672,1,3.432328699971549,[572.1411639999133],120,300,578.5577805999201,,-1150,150,"['fMRI', 'EEG', 'MEG']",-250,,39
,2,586.0595140999649,330,100,iowa_exp,,3,2,587.4417461999692,2,1.3822321000043303,"[586.82503800001, 587.1750161999371]",120,300,593.5584819000214,,-1050,150,"['fMRI', 'EEG', 'MEG']",0,,40
