offset_win,session,onset_decks,frames_before_decks,win,condition,offset_decks,init_mark,n_moves,t_select,deck_select,rt_select,t_moves,dur_win,dur_decks,onset_win,ID,total,frames_after_decks,exp_type,loss,dur_measured_decks,no
,3,301.01329319993965,150,50,iowa_exp,,0,2,302.4621242999565,3,1.4488311000168324,"[301.7620540999342, 302.1121937999269]",120,300,311.5123497999739,,750,330,"['fMRI', 'EEG', 'MEG']",0,,21
,3,316.0139639999252,150,50,iowa_exp,,3,3,317.57954609999433,3,1.5655821000691503,"[316.71368429996073, 317.0296033999184, 317.31286679999903]",120,300,326.52973680000287,,750,330,"['fMRI', 'EEG', 'MEG']",-50,,22
,3,331.0313436000142,150,50,iowa_exp,,3,3,332.8468649999704,3,1.8155213999561965,"[331.88024909992237, 332.24694099999033, 332.53027729992755]",120,300,341.53041539993137,,800,330,"['fMRI', 'EEG', 'MEG']",0,,23
,3,346.0320884999819,150,50,iowa_exp,,2,0,346.7475790999597,3,0.7154905999777839,[],120,300,356.5311236999696,,850,330,"['fMRI', 'EEG', 'MEG']",0,,24
,3,361.03276619990356,150,50,iowa_exp,,3,3,364.99865679990035,3,3.965890599996783,"[363.9651388999773, 364.3317305999808, 364.61510569998063]",120,300,371.5318683999358,,850,330,"['fMRI', 'EEG', 'MEG']",-50,,25
,3,376.0334599999478,150,50,iowa_exp,,1,1,377.4823755999096,3,1.448915599961765,[376.9166874999646],120,300,386.5325501000043,,900,330,"['fMRI', 'EEG', 'MEG']",0,,26
,3,391.03416179993656,150,50,iowa_exp,,2,0,391.89972190000117,3,0.8655601000646129,[],120,300,401.5332297999412,,950,330,"['fMRI', 'EEG', 'MEG']",0,,27
,3,406.0349516000133,150,50,iowa_exp,,2,0,406.6669855999062,3,0.632033999892883,[],120,300,416.53395620000083,,950,330,"['fMRI', 'EEG', 'MEG']",-50,,28
,3,421.0355922000017,150,50,iowa_exp,,3,3,422.48455699998885,3,1.4489647999871522,"[421.6854308999609, 421.9844848999055, 422.2515132999979]",120,300,431.5346434999956,,1000,330,"['fMRI', 'EEG', 'MEG']",0,,29
,3,436.0363091999898,150,50,iowa_exp,,3,3,437.6184662999585,3,1.5821570999687538,"[436.80176840000786, 437.13511679996736, 437.38556859991513]",120,300,446.535417099949,,1050,330,"['fMRI', 'EEG', 'MEG']",0,,30
,3,451.03693750000093,150,50,iowa_exp,,2,4,454.0027163999621,3,2.965778899961151,"[452.535802599974, 453.2526523999404, 453.4867981999414, 453.71929419995286]",120,300,461.5360787999816,,1050,330,"['fMRI', 'EEG', 'MEG']",-50,,31
,3,466.0377843999304,150,50,iowa_exp,,1,1,466.9700448999647,3,0.9322605000343174,[466.6532450999366],120,300,476.53678039996885,,1050,330,"['fMRI', 'EEG', 'MEG']",-50,,32
,3,481.03845479991287,150,50,iowa_exp,,2,0,481.5706772999838,3,0.5322225000709295,[],120,300,491.5374627999263,,1050,330,"['fMRI', 'EEG', 'MEG']",-50,,33
,3,496.0391118999105,150,50,iowa_exp,,1,1,497.0713480999693,3,1.0322362000588328,[496.73833879991435],120,300,506.53821039991453,,1100,330,"['fMRI', 'EEG', 'MEG']",0,,34
,3,511.03980669996236,150,50,iowa_exp,,0,2,512.4553628999274,3,1.4155561999650672,"[511.7219182999106, 512.0222929999]",120,300,521.5389030999504,,1150,330,"['fMRI', 'EEG', 'MEG']",0,,35
,3,526.0405856999569,150,50,iowa_exp,,0,2,527.33941279992,3,1.2988270999630913,"[526.6060572999995, 526.8727254999103]",120,300,536.5396070999559,,1150,330,"['fMRI', 'EEG', 'MEG']",-50,,36
,3,541.041215699981,150,50,iowa_exp,,3,3,542.4733917999547,3,1.4321760999737307,"[541.7733348999172, 542.0401545999339, 542.2733733999776]",120,300,551.5402726999018,,1150,330,"['fMRI', 'EEG', 'MEG']",-50,,37
,3,556.0420247999718,150,50,iowa_exp,,1,1,557.2908626999706,3,1.2488378999987617,[556.7078123999527],120,300,566.541015899973,,1200,330,"['fMRI', 'EEG', 'MEG']",0,,38
,3,571.0427525999257,150,50,iowa_exp,,0,2,572.091492199921,3,1.048739599995315,"[571.6248754999833, 571.8915274000028]",120,300,581.5418515999336,,1250,330,"['fMRI', 'EEG', 'MEG']",0,,39
,3,586.0433640999254,150,50,iowa_exp,,3,3,587.7255844000028,3,1.6822203000774607,"[586.9255578999873, 587.208917299984, 587.4589456999674]",120,300,596.5424386999803,,1250,330,"['fMRI', 'EEG', 'MEG']",-50,,40
