onset_decks,dur_decks,frames_after_decks,deck_select,t_moves,rt_select,dur_win,offset_win,condition,init_mark,ID,dur_measured_decks,loss,offset_decks,session,exp_type,t_select,frames_before_decks,total,n_moves,win,no,onset_win
151.08513349993154,300,330,3,"[151.75043219991494, 152.1670670999447]",1.6320094000548124,120,,iowa_exp,0,142,,0,,3,fMRI,152.71714289998636,150,-750,2,50,11,161.58399820001796
166.0857617999427,300,330,4,[],0.7655926999868825,120,,iowa_exp,3,142,,0,,3,fMRI,166.85135449992958,150,-700,0,50,12,176.58469019993208
181.08650909992866,300,330,1,[],1.632060799980536,120,,iowa_exp,0,142,,0,,3,fMRI,182.7185698999092,150,-600,0,100,13,191.58539769996423
196.0872269999236,300,330,1,"[197.06929869996384, 197.45259969995823, 197.885886700009]",2.7987016000552103,120,,iowa_exp,1,142,,-250,,3,fMRI,198.8859285999788,150,-750,3,100,14,206.58622279996052
211.0877337999409,300,330,2,"[211.80318589997478, 212.25338239991106, 212.65330739994533]",1.9987037000246346,120,,iowa_exp,2,142,,0,,3,fMRI,213.08643749996554,150,-650,3,100,15,221.58686829998624
226.08845139993355,300,330,3,"[226.67068969993852, 227.07081169995945]",1.3823072999948636,120,,iowa_exp,0,142,,-50,,3,fMRI,227.4707586999284,150,-650,2,50,16,236.5875731999986
241.08917799999472,300,330,4,[],1.248806899995543,120,,iowa_exp,3,142,,0,,3,fMRI,242.33798489999026,150,-600,0,50,17,251.58825419994537
256.0898858999135,300,330,2,[256.8720558999339],1.4654737000819296,120,,iowa_exp,0,142,,0,,3,fMRI,257.5553595999954,150,-500,1,100,18,266.5889348000055
271.0905301999301,300,330,3,"[271.8227701999713, 272.1726977999788]",1.565608200035058,120,,iowa_exp,0,142,,-50,,3,fMRI,272.65613839996513,150,-500,2,50,19,281.5896155999508
286.0911618999671,300,330,2,"[287.7235252999235, 288.09021719999146]",2.3157227999763563,120,,iowa_exp,3,142,,0,,3,fMRI,288.4068846999435,150,-400,2,100,20,296.59040430001915
301.0920164999552,300,330,2,"[301.95756589993834, 302.6411071999464]",1.9821563999867067,120,,iowa_exp,3,142,,0,,3,fMRI,303.0741728999419,150,-300,2,100,21,311.5910317999078
316.09270169993397,300,330,4,"[316.59158020000905, 317.19149180001114, 317.5082458999241, 318.0587349999696]",2.4655823999783024,120,,iowa_exp,3,142,,0,,3,fMRI,318.55828409991227,150,-250,4,50,22,326.5917694999371
331.09332669992,300,330,2,"[332.85895489994437, 333.1589686999796, 333.425615599961]",2.716540200053714,120,,iowa_exp,2,142,,0,,3,fMRI,333.8098668999737,150,-150,3,100,23,341.6091170000145
346.11070469999686,300,330,3,"[347.20956149999984, 347.57629080000333, 348.242976599955, 348.5605918999063, 348.8263845000183]",3.0489608999341726,120,,iowa_exp,1,142,,0,,3,fMRI,349.15966559993103,150,-100,5,50,24,356.60982449993026
361.1114921999397,300,330,2,"[361.69347569998354, 362.1604043999687]",1.4987288999836892,120,,iowa_exp,3,142,,-1250,,3,fMRI,362.61022109992336,150,-1250,2,100,25,371.6108436000068
376.1122221999103,300,330,1,[377.21101400000043],1.7319768000161275,120,,iowa_exp,3,142,,-250,,3,fMRI,377.84419899992645,150,-1400,1,100,26,386.6112462999299
391.1129577999236,300,330,3,[],0.9326818999834359,120,,iowa_exp,2,142,,0,,3,fMRI,392.04563969990704,150,-1350,0,50,27,401.61190929997247
406.11356849991716,300,330,4,[],0.9824769000988454,120,,iowa_exp,3,142,,0,,3,fMRI,407.096045400016,150,-1300,0,50,28,416.6126481000101
421.1142799999798,300,330,2,"[421.71307189995423, 422.09647919994313, 422.5965711999452]",1.9170344999292865,120,,iowa_exp,2,142,,0,,3,fMRI,423.03131449990906,150,-1200,3,100,29,431.61365780001506
436.1149704999989,300,330,2,[436.89720170001965],1.2822264999849722,120,,iowa_exp,0,142,,0,,3,fMRI,437.39719699998386,150,-1100,1,100,30,446.61395269993227
451.1156898000045,300,330,4,"[451.64797029993497, 452.11462209990714, 452.54794650000986, 453.6979666999541]",2.9323354999069124,120,,iowa_exp,3,142,,0,,3,fMRI,454.0480252999114,150,-1050,4,50,31,461.61479199992027
466.1163930000039,300,330,2,[467.5318922000006],2.415614099940285,120,,iowa_exp,0,142,,0,,3,fMRI,468.53200709994417,150,-950,1,100,32,476.6154824999394
481.1171069999691,300,330,4,"[483.69951409997884, 484.132747799973]",3.499098900007084,120,,iowa_exp,1,142,,-250,,3,fMRI,484.6162058999762,150,-1150,2,50,33,491.6165137999924
496.117824499961,300,330,2,"[497.40006549993996, 497.81673550000414, 498.26676689996384]",2.54983719997108,120,,iowa_exp,2,142,,0,,3,fMRI,498.66766169993207,150,-1050,3,100,34,506.6168955999892
511.1184937999351,300,330,2,"[512.0507207999472, 512.4341418999247]",1.7488921000622213,120,,iowa_exp,3,142,,0,,3,fMRI,512.8673858999973,150,-950,2,100,35,521.6175791999558
526.1191886999877,300,330,1,"[526.8346630999586, 527.2015802999958, 527.60144759994]",1.9989760000025854,120,,iowa_exp,1,142,,0,,3,fMRI,528.1181646999903,150,-850,3,100,36,536.618294899934
541.1198983999202,300,330,1,[541.8687545999419],1.3488725000061095,120,,iowa_exp,3,142,,0,,3,fMRI,542.4687708999263,150,-750,1,100,37,551.6190629999619
556.1206761000212,300,330,1,"[556.6704699000111, 557.0529327999102, 557.4528976000147, 557.936186100007]",2.2823207998881117,120,,iowa_exp,0,142,,0,,3,fMRI,558.4029968999093,150,-650,4,100,38,566.6197071999777
571.1214754999382,300,330,2,[571.803769399994],1.1821085000410676,120,,iowa_exp,0,142,,0,,3,fMRI,572.3035839999793,150,-550,1,100,39,581.6204086999642
586.1221373999724,300,330,3,"[587.5542959999293, 588.1712958000135, 589.5210638999706, 589.8710357999662]",4.082332500023767,120,,iowa_exp,2,142,,-50,,3,fMRI,590.2044698999962,150,-550,4,50,40,596.6211730999639
