total,frames_before_decks,win,init_mark,frames_after_decks,deck_select,dur_decks,loss,no,session,rt_select,exp_type,dur_win,onset_win,offset_win,condition,offset_decks,t_select,ID,onset_decks,n_moves,t_moves,dur_measured_decks
-600,330,50,3,150,3,300,-50,14,2,1.7999398999963887,"['fMRI', 'EEG', 'MEG']",120,203.5054827000131,,iowa_exp,,197.8065355999861,,196.0065956999897,3,"[196.67209419998107, 197.07219879998593, 197.42297670000698]",
-500,330,100,3,150,1,300,0,15,2,1.866508300008718,"['fMRI', 'EEG', 'MEG']",120,218.50620259996504,,iowa_exp,,212.87376749998657,,211.00725919997785,1,[211.72280859999591],
-400,330,100,2,150,2,300,0,16,2,1.9155819999868982,"['fMRI', 'EEG', 'MEG']",120,233.50692549999803,,iowa_exp,,227.92355269996915,,226.00797069998225,3,"[226.7234606000129, 227.10688739997568, 227.55695399997057]",
-300,330,100,2,150,1,300,0,17,2,1.5154862999916077,"['fMRI', 'EEG', 'MEG']",120,248.5076398999663,,iowa_exp,,242.52419209998334,,241.00870579999173,2,"[241.624229500012, 241.97431229997892]",
-250,330,50,1,150,4,300,0,18,2,2.1156046999967657,"['fMRI', 'EEG', 'MEG']",120,263.5083193000173,,iowa_exp,,258.12500870000804,,256.0094040000113,2,"[256.6582943999674, 257.67505560000427]",
-200,330,50,3,150,3,300,0,19,2,2.415603799978271,"['fMRI', 'EEG', 'MEG']",120,278.5090660999995,,iowa_exp,,273.42574669996975,,271.0101428999915,3,"[271.8590306999977, 272.1923936000094, 273.0589805999771]",
-100,330,100,2,150,2,300,0,20,2,2.1823566000093706,"['fMRI', 'EEG', 'MEG']",120,293.50971529999515,,iowa_exp,,288.19312349997927,,286.0107668999699,3,"[286.52630249998765, 286.87634959997376, 287.80969610001193]",
-50,330,50,0,150,4,300,0,21,2,1.8989059000159614,"['fMRI', 'EEG', 'MEG']",120,308.5104288000148,,iowa_exp,,302.91047599999,,301.01157009997405,3,"[301.7603257999872, 302.1103726999718, 302.5608346000081]",
0,330,50,0,150,4,300,0,22,2,1.7656245999969542,"['fMRI', 'EEG', 'MEG']",120,323.51113359996816,,iowa_exp,,317.77783569996245,,316.0122110999655,3,"[316.66104099998483, 317.0113417999819, 317.39442630001577]",
100,330,100,2,150,2,300,0,23,2,1.748867699992843,"['fMRI', 'EEG', 'MEG']",120,338.51186319999397,,iowa_exp,,332.7617932999856,,331.01292559999274,3,"[331.6951393999625, 332.07848530000774, 332.41186860000016]",
-50,330,100,1,150,1,300,-250,24,2,1.8489823000272736,"['fMRI', 'EEG', 'MEG']",120,353.52921319997404,,iowa_exp,,347.8792830000166,,346.0303006999893,3,"[346.73031030001584, 347.0459856999805, 347.4791569999652]",
0,330,50,0,150,4,300,0,25,2,2.098956600006204,"['fMRI', 'EEG', 'MEG']",120,368.5299372000154,,iowa_exp,,363.12989829998696,,361.03094169998076,3,"[361.6965068000136, 362.0631790999905, 362.78009409998776]",
100,330,100,2,150,2,300,0,26,2,1.765536000020802,"['fMRI', 'EEG', 'MEG']",120,383.5306287999847,,iowa_exp,,377.79732760001207,,376.03179159999127,3,"[376.69731359998696, 376.99738909996813, 377.4640230999794]",
150,330,50,1,150,3,300,0,27,2,0.965528299973812,"['fMRI', 'EEG', 'MEG']",120,398.5313841999741,,iowa_exp,,391.9979619999649,,391.0324336999911,1,[391.6314229000127],
250,330,100,1,150,1,300,0,28,2,1.9655100000090897,"['fMRI', 'EEG', 'MEG']",120,413.5320553999627,,iowa_exp,,407.9986840999918,,406.0331740999827,3,"[406.8320915999939, 407.19873579998966, 407.61542909999844]",
250,330,50,1,150,3,300,-50,29,2,1.465678000007756,"['fMRI', 'EEG', 'MEG']",120,428.5327529999777,,iowa_exp,,422.49946349998936,,421.0337854999816,1,[421.68270979996305],
100,330,100,1,150,1,300,-250,30,2,2.182213500025682,"['fMRI', 'EEG', 'MEG']",120,443.5334798999829,,iowa_exp,,438.2167156999931,,436.0345021999674,3,"[436.95014329999685, 437.43344310001703, 437.83349059999455]",
-100,330,50,0,150,4,300,-250,31,2,3.298839399998542,"['fMRI', 'EEG', 'MEG']",120,458.5342069999897,,iowa_exp,,454.33417589997407,,451.03533649997553,3,"[451.70076189999236, 452.13415930001065, 452.600785299961]",
-50,330,50,0,150,3,300,0,32,2,1.4155121000367217,"['fMRI', 'EEG', 'MEG']",120,473.53488629998174,,iowa_exp,,467.4514914000174,,466.0359792999807,2,"[466.68491619999986, 467.1016789000132]",
50,330,100,0,150,2,300,0,33,2,0.8989740000106394,"['fMRI', 'EEG', 'MEG']",120,488.5356203999836,,iowa_exp,,481.93552629998885,,481.0365522999782,1,[481.53557159996126],
100,330,50,1,150,4,300,0,34,2,1.4666484000044875,"['fMRI', 'EEG', 'MEG']",120,503.5362780999858,,iowa_exp,,497.5040372000076,,496.0373888000031,2,"[496.6196029999992, 497.0862109999871]",
-50,330,100,2,150,1,300,-250,35,2,1.7155893000308424,"['fMRI', 'EEG', 'MEG']",120,518.5370723999804,,iowa_exp,,512.7537532999995,,511.0381639999687,2,"[511.9368860999821, 512.3368988999864]",
-50,330,50,0,150,3,300,-50,36,2,1.3488956000073813,"['fMRI', 'EEG', 'MEG']",120,533.5377226999844,,iowa_exp,,527.3876993000158,,526.0388037000084,2,"[526.687626799976, 527.0212582999957]",
50,330,100,2,150,2,300,0,37,2,1.882246799999848,"['fMRI', 'EEG', 'MEG']",120,548.538368700014,,iowa_exp,,542.9217777000158,,541.039530900016,3,"[541.6383339000167, 542.0550162, 542.4893830000074]",
100,330,50,0,150,3,300,0,38,2,1.3155765000265092,"['fMRI', 'EEG', 'MEG']",120,563.5391268999665,,iowa_exp,,557.3557837000117,,556.0402071999852,2,"[556.7390337999677, 557.0227122000069]",
200,330,100,3,150,2,300,0,39,2,1.765503800008446,"['fMRI', 'EEG', 'MEG']",120,578.5398636999889,,iowa_exp,,572.8065063999966,,571.0410025999881,2,"[572.0398637999897, 572.4232242999715]",
50,330,100,2,150,1,300,-250,40,2,1.4156423999811523,"['fMRI', 'EEG', 'MEG']",120,593.5405021999613,,iowa_exp,,587.4572721999721,,586.0416297999909,2,"[586.70721339999, 587.0406694000121]",
